"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"40","第9案","新竹縣","五峰鄉","1,167","381","1,548","103","1,651","3,997","41.31%","29.2%","9.53%",19.67,75.39,"45.33",1398,30.06
"41","第9案","苗栗縣","","190,918","51,594","242,512","18,483","260,995","461,580","56.54%","41.36%","11.18%",30.18,78.73,NA,NA,NA
"42","第9案","苗栗縣","苗栗市","33,058","7,432","40,490","2,312","42,802","74,249","57.65%","44.52%","10.01%",34.51,81.64,"61.27",28376,20.37
"43","第9案","苗栗縣","苑裡鎮","15,629","4,685","20,314","1,797","22,111","38,890","56.86%","40.19%","12.05%",28.14,76.94,"54.92",14322,22.02
"44","第9案","苗栗縣","通霄鎮","10,767","3,578","14,345","1,550","15,895","29,709","53.5%","36.24%","12.04%",24.2,75.06,"43.22",8970,31.84
"45","第9案","苗栗縣","竹南鎮","28,434","7,574","36,008","2,346","38,354","68,528","55.97%","41.49%","11.05%",30.44,78.97,"54.16",22785,24.81
"46","第9案","苗栗縣","頭份市","35,262","8,947","44,209","2,801","47,010","83,617","56.22%","42.17%","10.70%",31.47,79.76,"61.89",32143,17.87
"47","第9案","苗栗縣","後龍鎮","11,663","3,645","15,308","1,670","16,978","30,948","54.86%","37.69%","11.78%",25.91,76.19,"44.67",9556,31.52
"48","第9案","苗栗縣","卓蘭鎮","6,068","1,785","7,853","698","8,551","14,772","57.89%","41.08%","12.08%",29,77.27,"61.94",6717,15.33
"49","第9案","苗栗縣","大湖鄉","4,826","1,340","6,166","561","6,727","12,653","53.17%","38.14%","10.59%",27.55,78.27,"61.84",5382,16.43
"50","第9案","苗栗縣","公館鄉","12,057","3,320","15,377","1,336","16,713","28,318","59.02%","42.58%","11.72%",30.86,78.41,"61.40",11545,17.01
"51","第9案","苗栗縣","銅鑼鄉","6,390","1,673","8,063","577","8,640","15,424","56.02%","41.43%","10.85%",30.58,79.25,"59.22",6331,20.03
"52","第9案","苗栗縣","南庄鄉","2,985","947","3,932","376","4,308","8,784","49.04%","33.98%","10.78%",23.2,75.92,"66.42",4014,9.5
"53","第9案","苗栗縣","頭屋鄉","4,274","1,432","5,706","379","6,085","9,390","64.8%","45.52%","15.25%",30.27,74.9,"65.46",4863,9.44000000000001
"54","第9案","苗栗縣","三義鄉","6,215","1,468","7,683","453","8,136","13,889","58.58%","44.75%","10.57%",34.18,80.89,"59.08",5845,21.81
"55","第9案","苗栗縣","西湖鄉","2,572","703","3,275","247","3,522","6,382","55.19%","40.3%","11.02%",29.28,78.53,"60.10",2817,18.43
"56","第9案","苗栗縣","造橋鄉","4,561","1,261","5,822","591","6,413","11,027","58.16%","41.36%","11.44%",29.92,78.34,"60.51",4444,17.83
"57","第9案","苗栗縣","三灣鄉","2,313","742","3,055","320","3,375","5,852","57.67%","39.52%","12.68%",26.84,75.71,"67.26",2767,8.44999999999999
"58","第9案","苗栗縣","獅潭鄉","1,450","374","1,824","194","2,018","3,968","50.86%","36.54%","9.43%",27.11,79.5,"69.92",2050,9.58
"59","第9案","苗栗縣","泰安鄉","2,394","688","3,082","275","3,357","5,180","64.81%","46.22%","13.28%",32.94,77.68,"65.21",2829,12.47
"60","第9案","彰化縣","","435,289","124,114","559,403","49,307","608,710","1,066,994","57.05%","40.8%","11.63%",29.17,77.81,NA,NA,NA
"61","第9案","彰化縣","彰化市","82,918","24,013","106,931","8,048","114,979","190,995","60.2%","43.41%","12.57%",30.84,77.54,"53.12",65874,24.42
"62","第9案","彰化縣","鹿港鎮","29,288","7,935","37,223","3,450","40,673","70,505","57.69%","41.54%","11.25%",30.29,78.68,"57.80",27397,20.88
"63","第9案","彰化縣","和美鎮","31,150","8,679","39,829","2,760","42,589","75,286","56.57%","41.38%","11.53%",29.85,78.21,"59.04",29004,19.17
"64","第9案","彰化縣","線西鄉","5,957","1,685","7,642","722","8,364","14,065","59.47%","42.35%","11.98%",30.37,77.95,"66.82",6615,11.13
"65","第9案","彰化縣","伸港鄉","12,503","3,290","15,793","1,402","17,195","30,407","56.55%","41.12%","10.82%",30.3,79.17,"62.30",12781,16.87
"66","第9案","彰化縣","福興鄉","14,916","4,420","19,336","2,066","21,402","39,745","53.85%","37.53%","11.12%",26.41,77.14,"57.65",15125,19.49
"67","第9案","彰化縣","秀水鄉","13,713","4,039","17,752","1,407","19,159","32,394","59.14%","42.33%","12.47%",29.86,77.25,"58.90",13132,18.35
"68","第9案","彰化縣","花壇鄉","16,349","4,652","21,001","1,751","22,752","38,924","58.45%","42%","11.95%",30.05,77.85,"55.34",14443,22.51
"69","第9案","彰化縣","芬園鄉","7,947","2,336","10,283","1,021","11,304","20,408","55.39%","38.94%","11.45%",27.49,77.28,"47.37",6594,29.91
"70","第9案","彰化縣","員林市","41,981","11,756","53,737","3,746","57,483","102,028","56.34%","41.15%","11.52%",29.63,78.12,"49.95",31949,28.17
"71","第9案","彰化縣","溪湖鎮","18,938","5,142","24,080","2,056","26,136","45,147","57.89%","41.95%","11.39%",30.56,78.65,"53.67",16431,24.98
"72","第9案","彰化縣","田中鎮","14,161","4,397","18,558","1,808","20,366","35,391","57.55%","40.01%","12.42%",27.59,76.31,"49.06",11340,27.25
"73","第9案","彰化縣","大村鄉","13,263","3,714","16,977","1,492","18,469","31,492","58.65%","42.12%","11.79%",30.33,78.12,"50.73",10826,27.39
"74","第9案","彰化縣","埔鹽鄉","12,202","3,172","15,374","1,600","16,974","28,026","60.57%","43.54%","11.32%",32.22,79.37,"60.82",12415,18.55
"75","第9案","彰化縣","埔心鄉","12,765","3,760","16,525","1,644","18,169","29,642","61.29%","43.06%","12.68%",30.38,77.25,"47.38",9694,29.87
"76","第9案","彰化縣","永靖鄉","13,073","3,831","16,904","1,549","18,453","31,239","59.07%","41.85%","12.26%",29.59,77.34,"46.77",10057,30.57
"77","第9案","彰化縣","社頭鄉","15,033","4,210","19,243","1,509","20,752","36,306","57.16%","41.41%","11.60%",29.81,78.12,"48.04",11703,30.08
"78","第9案","彰化縣","二水鄉","5,428","1,776","7,204","783","7,987","13,339","59.88%","40.69%","13.31%",27.38,75.35,"45.79",4452,29.56
"79","第9案","彰化縣","北斗鎮","11,516","3,186","14,702","1,353","16,055","27,593","58.19%","41.74%","11.55%",30.19,78.33,"49.47",9082,28.86
"80","第9案","彰化縣","二林鎮","15,738","4,574","20,312","2,130","22,442","42,976","52.22%","36.62%","10.64%",25.98,77.48,"54.42",15652,23.06
"81","第9案","彰化縣","田尾鄉","9,767","2,733","12,500","1,114","13,614","23,179","58.73%","42.14%","11.79%",30.35,78.14,"49.86",7946,28.28
"82","第9案","彰化縣","埤頭鄉","9,747","2,585","12,332","1,576","13,908","25,677","54.17%","37.96%","10.07%",27.89,79.04,"50.67",8548,28.37
"83","第9案","彰化縣","芳苑鄉","9,721","2,873","12,594","1,607","14,201","29,291","48.48%","33.19%","9.81%",23.38,77.19,"47.78",9404,29.41
"84","第9案","彰化縣","大城鄉","3,812","1,159","4,971","633","5,604","14,713","38.09%","25.91%","7.88%",18.03,76.68,"50.78",4708,25.9
"85","第9案","彰化縣","竹塘鄉","4,563","1,487","6,050","772","6,822","12,821","53.21%","35.59%","11.60%",23.99,75.42,"46.23",4333,29.19
"86","第9案","彰化縣","溪州鄉","8,840","2,710","11,550","1,308","12,858","25,405","50.61%","34.8%","10.67%",24.13,76.54,"48.28",8290,28.26
"87","第9案","南投縣","","178,955","46,704","225,659","18,796","244,455","427,089","57.24%","41.9%","10.94%",30.96,79.3,NA,NA,NA
"88","第9案","南投縣","南投市","38,111","9,402","47,513","3,138","50,651","84,328","60.06%","45.19%","11.15%",34.04,80.21,"68.02",39008,12.19
"89","第9案","南投縣","埔里鎮","29,122","7,155","36,277","2,927","39,204","68,763","57.01%","42.35%","10.41%",31.94,80.28,"70.04",31617,10.24
"90","第9案","南投縣","草屯鎮","35,644","9,073","44,717","2,943","47,660","82,922","57.48%","42.98%","10.94%",32.04,79.71,"53.79",29774,25.92
"91","第9案","南投縣","竹山鎮","18,660","4,928","23,588","2,221","25,809","47,034","54.87%","39.67%","10.48%",29.19,79.11,"68.00",21162,11.11
"92","第9案","南投縣","集集鎮","3,923","1,084","5,007","526","5,533","9,611","57.57%","40.82%","11.28%",29.54,78.35,"68.63",4774,9.72
"93","第9案","南投縣","名間鄉","14,150","3,930","18,080","1,870","19,950","33,408","59.72%","42.36%","11.76%",30.6,78.26,"64.75",15432,13.51
"94","第9案","南投縣","鹿谷鄉","6,158","1,620","7,778","737","8,515","15,941","53.42%","38.63%","10.16%",28.47,79.17,"72.48",8156,6.69
"95","第9案","南投縣","中寮鄉","5,406","1,473","6,879","735","7,614","13,181","57.76%","41.01%","11.18%",29.83,78.59,"70.31",6940,8.28
"96","第9案","南投縣","魚池鄉","5,432","1,494","6,926","632","7,558","13,958","54.15%","38.92%","10.70%",28.22,78.43,"68.99",6810,9.44000000000001
"97","第9案","南投縣","國姓鄉","6,677","1,824","8,501","784","9,285","16,597","55.94%","40.23%","10.99%",29.24,78.54,"68.21",8152,10.33
"98","第9案","南投縣","水里鄉","6,143","1,693","7,836","693","8,529","15,458","55.18%","39.74%","10.95%",28.79,78.39,"69.89",7621,8.5
"99","第9案","南投縣","信義鄉","4,802","1,623","6,425","1,071","7,496","13,299","56.37%","36.11%","12.20%",23.91,74.74,"80.96",7902,-6.22
"100","第9案","南投縣","仁愛鄉","4,727","1,405","6,132","519","6,651","12,589","52.83%","37.55%","11.16%",26.39,77.09,"84.82",8037,-7.72999999999999
"101","第9案","雲林縣","","205,923","61,421","267,344","29,764","297,108","584,480","50.83%","35.23%","10.51%",24.72,77.03,NA,NA,NA
"102","第9案","雲林縣","斗六市","37,857","9,790","47,647","3,219","50,866","89,761","56.67%","42.18%","10.91%",31.27,79.45,"55.08",32050,24.37
"103","第9案","雲林縣","斗南鎮","15,189","4,288","19,477","1,835","21,312","38,138","55.88%","39.83%","11.24%",28.59,77.98,"52.06",13445,25.92
"104","第9案","雲林縣","虎尾鎮","22,054","6,123","28,177","2,270","30,447","58,167","52.34%","37.91%","10.53%",27.38,78.27,"55.93",21349,22.34
"105","第9案","雲林縣","西螺鎮","13,877","4,030","17,907","2,025","19,932","38,142","52.26%","36.38%","10.57%",25.81,77.49,"46.89",12109,30.6
"106","第9案","雲林縣","土庫鎮","8,494","2,672","11,166","1,471","12,637","24,412","51.77%","34.79%","10.95%",23.84,76.07,"58.40",10136,17.67
"107","第9案","雲林縣","北港鎮","12,419","3,822","16,241","2,050","18,291","33,958","53.86%","36.57%","11.26%",25.31,76.47,"49.22",11426,27.25
"108","第9案","雲林縣","古坑鄉","9,837","2,928","12,765","1,454","14,219","27,477","51.75%","35.8%","10.66%",25.14,77.06,"54.35",10087,22.71
"109","第9案","雲林縣","大埤鄉","5,545","2,021","7,566","839","8,405","16,509","50.91%","33.59%","12.24%",21.35,73.29,"53.96",6339,19.33
"110","第9案","雲林縣","莿桐鄉","8,760","3,042","11,802","1,627","13,429","24,570","54.66%","35.65%","12.38%",23.27,74.22,"46.94",8218,27.28
"111","第9案","雲林縣","林內鄉","5,885","1,800","7,685","1,061","8,746","15,551","56.24%","37.84%","11.57%",26.27,76.58,"49.63",5234,26.95
"112","第9案","雲林縣","二崙鄉","7,059","2,495","9,554","1,370","10,924","23,367","46.75%","30.21%","10.68%",19.53,73.89,"47.22",7461,26.67
"113","第9案","雲林縣","崙背鄉","6,828","2,094","8,922","1,095","10,017","21,050","47.59%","32.44%","9.95%",22.49,76.53,"54.85",7961,21.68
"114","第9案","雲林縣","麥寮鄉","12,612","3,512","16,124","1,876","18,000","37,119","48.49%","33.98%","9.46%",24.52,78.22,"68.02",15550,10.2
"115","第9案","雲林縣","東勢鄉","4,284","1,330","5,614","843","6,457","13,239","48.77%","32.36%","10.05%",22.31,76.31,"57.56",5687,18.75
"116","第9案","雲林縣","褒忠鄉","3,848","1,298","5,146","550","5,696","11,381","50.05%","33.81%","11.40%",22.41,74.78,"54.55",4746,20.23
"117","第9案","雲林縣","臺西鄉","6,431","1,833","8,264","1,227","9,491","21,125","44.93%","30.44%","8.68%",21.76,77.82,"63.59",8833,14.23
"118","第9案","雲林縣","元長鄉","6,209","2,193","8,402","1,168","9,570","22,830","41.92%","27.2%","9.61%",17.59,73.9,"53.11",8118,20.79
"119","第9案","雲林縣","四湖鄉","5,308","1,658","6,966","1,030","7,996","20,983","38.11%","25.3%","7.90%",17.4,76.2,"51.31",6384,24.89
"120","第9案","雲林縣","口湖鄉","7,175","2,418","9,593","1,543","11,136","24,193","46.03%","29.66%","9.99%",19.67,74.79,"53.85",8739,20.94
"121","第9案","雲林縣","水林鄉","6,252","2,074","8,326","1,211","9,537","22,508","42.37%","27.78%","9.21%",18.57,75.09,"46.07",6898,29.02
"122","第9案","嘉義縣","","149,984","47,427","197,411","22,181","219,592","442,775","49.59%","33.87%","10.71%",23.16,75.98,NA,NA,NA
"123","第9案","嘉義縣","太保市","11,386","3,585","14,971","1,457","16,428","31,568","52.04%","36.07%","11.36%",24.71,76.05,"30.04",6092,46.01
"124","第9案","嘉義縣","朴子市","12,495","3,747","16,242","1,655","17,897","35,191","50.86%","35.51%","10.65%",24.86,76.93,"27.90",6178,49.03
"125","第9案","嘉義縣","布袋鎮","7,715","2,385","10,100","1,333","11,433","23,965","47.71%","32.19%","9.95%",22.24,76.39,"33.39",5053,43
"126","第9案","嘉義縣","大林鎮","9,524","2,915","12,439","1,139","13,578","26,922","50.43%","35.38%","10.83%",24.55,76.57,"30.85",5426,45.72
"127","第9案","嘉義縣","民雄鄉","22,263","7,199","29,462","3,013","32,475","61,209","53.06%","36.37%","11.76%",24.61,75.57,"31.91",12139,43.66
"128","第9案","嘉義縣","溪口鄉","4,264","1,472","5,736","724","6,460","13,105","49.29%","32.54%","11.23%",21.31,74.34,"23.16",2099,51.18
"129","第9案","嘉義縣","新港鄉","9,650","3,135","12,785","1,652","14,437","27,342","52.8%","35.29%","11.47%",23.82,75.48,"22.97",4298,52.51
"130","第9案","嘉義縣","六腳鄉","5,627","1,792","7,419","954","8,373","20,821","40.21%","27.03%","8.61%",18.42,75.85,"23.62",2989,52.23
"131","第9案","嘉義縣","東石鄉","5,321","1,829","7,150","1,256","8,406","21,915","38.36%","24.28%","8.35%",15.93,74.42,"24.13",3193,50.29
"132","第9案","嘉義縣","義竹鄉","5,589","1,748","7,337","920","8,257","16,647","49.6%","33.57%","10.50%",23.07,76.18,"20.14",2414,56.04
"133","第9案","嘉義縣","鹿草鄉","4,178","1,371","5,549","951","6,500","13,937","46.64%","29.98%","9.84%",20.14,75.29,"28.43",2545,46.86
"134","第9案","嘉義縣","水上鄉","15,484","5,157","20,641","2,221","22,862","43,857","52.13%","35.31%","11.76%",23.55,75.02,"35.15",9734,39.87
"135","第9案","嘉義縣","中埔鄉","12,424","3,869","16,293","1,632","17,925","39,139","45.8%","31.74%","9.89%",21.85,76.25,"32.85",7751,43.4
"136","第9案","嘉義縣","竹崎鄉","10,766","3,339","14,105","1,485","15,590","31,228","49.92%","34.48%","10.69%",23.79,76.33,"30.16",6300,46.17
"137","第9案","嘉義縣","梅山鄉","6,323","1,919","8,242","1,001","9,243","17,083","54.11%","37.01%","11.23%",25.78,76.72,"28.71",3437,48.01
"138","第9案","嘉義縣","番路鄉","3,930","1,119","5,049","520","5,569","10,156","54.83%","38.7%","11.02%",27.68,77.84,"36.38",2510,41.46
"139","第9案","嘉義縣","大埔鄉","1,505","446","1,951","163","2,114","3,999","52.86%","37.63%","11.15%",26.48,77.14,"29.89",919,47.25
"140","第9案","嘉義縣","阿里山鄉","1,540","400","1,940","105","2,045","4,691","43.59%","32.83%","8.53%",24.3,79.38,"36.08",1166,43.3
"141","第9案","屏東縣","","248,756","79,806","328,562","34,063","362,625","711,720","50.95%","34.95%","11.21%",23.74,75.71,NA,NA,NA
"142","第9案","屏東縣","屏東市","64,458","18,343","82,801","5,695","88,496","170,148","52.01%","37.88%","10.78%",27.1,77.85,"45.47",46320,32.38
"143","第9案","屏東縣","潮州鎮","16,646","5,232","21,878","1,897","23,775","46,444","51.19%","35.84%","11.27%",24.57,76.09,"43.62",12571,32.47
"144","第9案","屏東縣","東港鎮","13,808","4,617","18,425","2,364","20,789","39,495","52.64%","34.96%","11.69%",23.27,74.94,"47.04",11387,27.9
"145","第9案","屏東縣","恆春鎮","8,238","2,668","10,906","894","11,800","25,661","45.98%","32.1%","10.40%",21.7,75.54,"40.55",6729,34.99
"146","第9案","屏東縣","萬丹鄉","15,318","5,129","20,447","2,282","22,729","43,478","52.28%","35.23%","11.80%",23.43,74.92,"38.87",11272,36.05
"147","第9案","屏東縣","長治鄉","9,495","3,250","12,745","1,553","14,298","26,256","54.46%","36.16%","12.38%",23.78,74.5,"40.05",6939,34.45
"148","第9案","屏東縣","麟洛鄉","3,938","1,208","5,146","423","5,569","9,970","55.86%","39.5%","12.12%",27.38,76.53,"35.45",2526,41.08
"149","第9案","屏東縣","九如鄉","6,789","2,253","9,042","1,276","10,318","19,132","53.93%","35.49%","11.78%",23.71,75.08,"30.03",3977,45.05
"150","第9案","屏東縣","里港鄉","7,828","2,811","10,639","1,417","12,056","22,128","54.48%","35.38%","12.70%",22.68,73.58,"34.75",5371,38.83
"151","第9案","屏東縣","鹽埔鄉","7,682","2,584","10,266","1,126","11,392","22,402","50.85%","34.29%","11.53%",22.76,74.83,"41.20",6561,33.63
"152","第9案","屏東縣","高樹鄉","6,606","2,450","9,056","1,304","10,360","21,697","47.75%","30.45%","11.29%",19.16,72.95,"34.53",5402,38.42
"153","第9案","屏東縣","萬巒鄉","5,851","2,028","7,879","1,026","8,905","17,945","49.62%","32.61%","11.30%",21.31,74.26,"31.41",3866,42.85
"154","第9案","屏東縣","內埔鄉","15,290","4,786","20,076","1,864","21,940","47,558","46.13%","32.15%","10.06%",22.09,76.16,"36.84",10697,39.32
"155","第9案","屏東縣","竹田鄉","5,870","2,003","7,873","909","8,782","15,353","57.2%","38.23%","13.05%",25.18,74.56,"36.23",4040,38.33
"156","第9案","屏東縣","新埤鄉","2,922","1,058","3,980","490","4,470","9,033","49.49%","32.35%","11.71%",20.64,73.42,"41.34",2663,32.08
"157","第9案","屏東縣","枋寮鄉","7,274","2,544","9,818","1,418","11,236","21,394","52.52%","34%","11.89%",22.11,74.09,"50.44",7635,23.65
"158","第9案","屏東縣","新園鄉","10,271","3,619","13,890","1,967","15,857","30,706","51.64%","33.45%","11.79%",21.66,73.95,"39.28",8167,34.67
"159","第9案","屏東縣","崁頂鄉","4,264","1,436","5,700","588","6,288","12,270","51.25%","34.75%","11.70%",23.05,74.81,"38.80",3219,36.01
"160","第9案","屏東縣","林邊鄉","5,595","1,994","7,589","1,007","8,596","15,691","54.78%","35.66%","12.71%",22.95,73.73,"38.84",4376,34.89
"161","第9案","屏東縣","南州鄉","3,287","1,090","4,377","571","4,948","9,479","52.2%","34.68%","11.50%",23.18,75.1,"42.84",3024,32.26
"162","第9案","屏東縣","佳冬鄉","5,642","1,673","7,315","1,050","8,365","17,063","49.02%","33.07%","9.80%",23.27,77.13,"37.29",4432,39.84
"163","第9案","屏東縣","琉球鄉","2,928","867","3,795","552","4,347","10,706","40.6%","27.35%","8.10%",19.25,77.15,"69.26",4763,7.89
"164","第9案","屏東縣","車城鄉","1,997","728","2,725","297","3,022","7,595","39.79%","26.29%","9.59%",16.7,73.28,"33.67",1786,39.61
"165","第9案","屏東縣","滿州鄉","2,125","650","2,775","219","2,994","7,206","41.55%","29.49%","9.02%",20.47,76.58,"37.68",1994,38.9
"166","第9案","屏東縣","枋山鄉","1,577","577","2,154","247","2,401","4,856","49.44%","32.48%","11.88%",20.6,73.21,"35.63",1385,37.58
"167","第9案","屏東縣","三地門鄉","2,114","776","2,890","296","3,186","6,373","49.99%","33.17%","12.18%",20.99,73.15,"56.14",2895,17.01
"168","第9案","屏東縣","霧臺鄉","1,077","381","1,458","112","1,570","2,950","53.22%","36.51%","12.92%",23.59,73.87,"45.34",1129,28.53
"169","第9案","屏東縣","瑪家鄉","2,264","780","3,044","235","3,279","5,663","57.9%","39.98%","13.77%",26.21,74.38,"51.40",2350,22.98
"170","第9案","屏東縣","泰武鄉","1,771","611","2,382","318","2,700","4,344","62.15%","40.77%","14.07%",26.7,74.35,"46.62",1668,27.73
"171","第9案","屏東縣","來義鄉","2,515","662","3,177","389","3,566","6,257","56.99%","40.19%","10.58%",29.61,79.16,"56.24",2673,22.92
"172","第9案","屏東縣","春日鄉","719","261","980","48","1,028","3,923","26.2%","18.33%","6.65%",11.68,73.37,"57.38",1737,15.99
"173","第9案","屏東縣","獅子鄉","1,346","367","1,713","121","1,834","4,230","43.36%","31.82%","8.68%",23.14,78.58,"64.02",2192,14.56
"174","第9案","屏東縣","牡丹鄉","1,251","370","1,621","108","1,729","4,314","40.08%","29%","8.58%",20.42,77.17,"55.41",1772,21.76
"175","第9案","臺東縣","","65,154","19,668","84,822","9,028","93,850","185,996","50.46%","35.03%","10.57%",24.46,76.81,NA,NA,NA
"176","第9案","臺東縣","臺東市","34,398","9,425","43,823","3,431","47,254","87,803","53.82%","39.18%","10.73%",28.45,78.49,"56.04",31213,22.45
"177","第9案","臺東縣","成功鎮","4,034","1,197","5,231","846","6,077","12,426","48.91%","32.46%","9.63%",22.83,77.12,"60.80",4481,16.32
