"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","不同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投不同意率對縣市首長得票率差距"
"61","第15案","彰化縣","彰化市","35,239","74,545","109,784","5,749","115,533","190,995","60.49%","18.45%","39.03%",-20.58,0.679,0.5312,65874,0.1478
"62","第15案","彰化縣","鹿港鎮","11,517","26,869","38,386","2,697","41,083","70,505","58.27%","16.34%","38.11%",-21.77,0.7,0.578,27397,0.122
"63","第15案","彰化縣","和美鎮","12,951","27,751","40,702","2,235","42,937","75,286","57.03%","17.2%","36.86%",-19.66,0.6818,0.5904,29004,0.0913999999999999
"64","第15案","彰化縣","線西鄉","2,323","5,545","7,868","507","8,375","14,065","59.54%","16.52%","39.42%",-22.9,0.7048,0.6682,6615,0.0366000000000001
"65","第15案","彰化縣","伸港鄉","4,958","11,141","16,099","1,159","17,258","30,407","56.76%","16.31%","36.64%",-20.33,0.692,0.623,12781,0.069
"66","第15案","彰化縣","福興鄉","6,368","13,715","20,083","1,533","21,616","39,745","54.39%","16.02%","34.51%",-18.49,0.6829,0.5765,15125,0.1064
"67","第15案","彰化縣","秀水鄉","5,578","12,461","18,039","1,225","19,264","32,394","59.47%","17.22%","38.47%",-21.25,0.6908,0.589,13132,0.1018
"68","第15案","彰化縣","花壇鄉","6,224","15,562","21,786","1,329","23,115","38,924","59.38%","15.99%","39.98%",-23.99,0.7143,0.5534,14443,0.1609
"69","第15案","彰化縣","芬園鄉","3,045","7,442","10,487","885","11,372","20,408","55.72%","14.92%","36.47%",-21.55,0.7096,0.4737,6594,0.2359
"70","第15案","彰化縣","員林市","17,321","38,055","55,376","2,876","58,252","102,028","57.09%","16.98%","37.30%",-20.32,0.6872,0.4995,31949,0.1877
"71","第15案","彰化縣","溪湖鎮","7,695","17,023","24,718","1,567","26,285","45,147","58.22%","17.04%","37.71%",-20.67,0.6887,0.5367,16431,0.152
"72","第15案","彰化縣","田中鎮","5,778","13,245","19,023","1,405","20,428","35,391","57.72%","16.33%","37.42%",-21.09,0.6963,0.4906,11340,0.2057
"73","第15案","彰化縣","大村鄉","5,500","11,990","17,490","1,089","18,579","31,492","59%","17.46%","38.07%",-20.61,0.6855,0.5073,10826,0.1782
"74","第15案","彰化縣","埔鹽鄉","4,272","11,478","15,750","1,191","16,941","28,026","60.45%","15.24%","40.95%",-25.71,0.7288,0.6082,12415,0.1206
"75","第15案","彰化縣","埔心鄉","5,282","11,827","17,109","1,294","18,403","29,642","62.08%","17.82%","39.90%",-22.08,0.6913,0.4738,9694,0.2175
"76","第15案","彰化縣","永靖鄉","5,651","11,781","17,432","1,192","18,624","31,239","59.62%","18.09%","37.71%",-19.62,0.6758,0.4677,10057,0.2081
"77","第15案","彰化縣","社頭鄉","5,908","13,849","19,757","1,224","20,981","36,306","57.79%","16.27%","38.15%",-21.88,0.701,0.4804,11703,0.2206
"78","第15案","彰化縣","二水鄉","2,152","5,295","7,447","672","8,119","13,339","60.87%","16.13%","39.70%",-23.57,0.711,0.4579,4452,0.2531
"79","第15案","彰化縣","北斗鎮","4,843","10,218","15,061","1,070","16,131","27,593","58.46%","17.55%","37.03%",-19.48,0.6784,0.4947,9082,0.1837
"80","第15案","彰化縣","二林鎮","6,416","14,593","21,009","1,678","22,687","42,976","52.79%","14.93%","33.96%",-19.03,0.6946,0.5442,15652,0.1504
"81","第15案","彰化縣","田尾鄉","3,867","8,997","12,864","893","13,757","23,179","59.35%","16.68%","38.82%",-22.14,0.6994,0.4986,7946,0.2008
"82","第15案","彰化縣","埤頭鄉","3,871","8,865","12,736","1,221","13,957","25,677","54.36%","15.08%","34.53%",-19.45,0.6961,0.5067,8548,0.1894
"83","第15案","彰化縣","芳苑鄉","3,674","9,277","12,951","1,350","14,301","29,291","48.82%","12.54%","31.67%",-19.13,0.7163,0.4778,9404,0.2385
"84","第15案","彰化縣","大城鄉","1,381","3,849","5,230","515","5,745","14,713","39.05%","9.39%","26.16%",-16.77,0.7359,0.5078,4708,0.2281
"85","第15案","彰化縣","竹塘鄉","1,832","4,539","6,371","581","6,952","12,821","54.22%","14.29%","35.40%",-21.11,0.7124,0.4623,4333,0.2501
"86","第15案","彰化縣","溪州鄉","3,775","8,280","12,055","1,098","13,153","25,405","51.77%","14.86%","32.59%",-17.73,0.6869,0.4828,8290,0.2041
"87","第15案","南投縣","","68,393","165,077","233,470","14,440","247,910","427,089","58.05%","16.01%","38.65%",-22.64,0.7071,NA,NA,NA
"88","第15案","南投縣","南投市","14,491","34,230","48,721","2,383","51,104","84,328","60.6%","17.18%","40.59%",-23.41,0.7026,0.6802,39008,0.0224000000000001
"89","第15案","南投縣","埔里鎮","10,904","26,454","37,358","2,295","39,653","68,763","57.67%","15.86%","38.47%",-22.61,0.7081,0.7004,31617,0.00769999999999993
"90","第15案","南投縣","草屯鎮","14,396","31,506","45,902","2,285","48,187","82,922","58.11%","17.36%","37.99%",-20.63,0.6864,0.5379,29774,0.1485
"91","第15案","南投縣","竹山鎮","7,543","16,737","24,280","1,780","26,060","47,034","55.41%","16.04%","35.58%",-19.54,0.6893,0.68,21162,0.00929999999999997
"92","第15案","南投縣","集集鎮","1,562","3,642","5,204","378","5,582","9,611","58.08%","16.25%","37.89%",-21.64,0.6998,0.6863,4774,0.0135000000000001
"93","第15案","南投縣","名間鄉","5,405","13,160","18,565","1,467","20,032","33,408","59.96%","16.18%","39.39%",-23.21,0.7089,0.6475,15432,0.0614
"94","第15案","南投縣","鹿谷鄉","2,276","5,778","8,054","566","8,620","15,941","54.07%","14.28%","36.25%",-21.97,0.7174,0.7248,8156,-0.00739999999999996
"95","第15案","南投縣","中寮鄉","1,943","5,131","7,074","556","7,630","13,181","57.89%","14.74%","38.93%",-24.19,0.7253,0.7031,6940,0.0221999999999999
"96","第15案","南投縣","魚池鄉","2,123","4,942","7,065","546","7,611","13,958","54.53%","15.21%","35.41%",-20.2,0.6995,0.6899,6810,0.00960000000000005
"97","第15案","南投縣","國姓鄉","2,268","6,510","8,778","625","9,403","16,597","56.65%","13.67%","39.22%",-25.55,0.7416,0.6821,8152,0.0595000000000001
"98","第15案","南投縣","水里鄉","2,326","5,784","8,110","569","8,679","15,458","56.15%","15.05%","37.42%",-22.37,0.7132,0.6989,7621,0.0143
"99","第15案","南投縣","信義鄉","1,461","6,133","7,594","602","8,196","13,299","61.63%","10.99%","46.12%",-35.13,0.8076,0.8096,7902,-0.002
"100","第15案","南投縣","仁愛鄉","1,695","5,070","6,765","388","7,153","12,589","56.82%","13.46%","40.27%",-26.81,0.7494,0.8482,8037,-0.0988
"101","第15案","雲林縣","","88,127","190,434","278,561","23,887","302,448","584,480","51.75%","15.08%","32.58%",-17.5,0.6836,NA,NA,NA
"102","第15案","雲林縣","斗六市","15,497","33,537","49,034","2,528","51,562","89,761","57.44%","17.26%","37.36%",-20.1,0.684,0.5508,32050,0.1332
"103","第15案","雲林縣","斗南鎮","6,583","13,713","20,296","1,405","21,701","38,138","56.9%","17.26%","35.96%",-18.7,0.6757,0.5206,13445,0.1551
"104","第15案","雲林縣","虎尾鎮","9,596","19,755","29,351","1,753","31,104","58,167","53.47%","16.5%","33.96%",-17.46,0.6731,0.5593,21349,0.1138
"105","第15案","雲林縣","西螺鎮","6,128","12,384","18,512","1,819","20,331","38,142","53.3%","16.07%","32.47%",-16.4,0.669,0.4689,12109,0.2001
"106","第15案","雲林縣","土庫鎮","3,824","7,891","11,715","1,166","12,881","24,412","52.77%","15.66%","32.32%",-16.66,0.6736,0.584,10136,0.0896
"107","第15案","雲林縣","北港鎮","5,486","11,404","16,890","1,664","18,554","33,958","54.64%","16.16%","33.58%",-17.42,0.6752,0.4922,11426,0.183
"108","第15案","雲林縣","古坑鄉","4,164","9,260","13,424","1,136","14,560","27,477","52.99%","15.15%","33.70%",-18.55,0.6898,0.5435,10087,0.1463
"109","第15案","雲林縣","大埤鄉","2,538","5,310","7,848","671","8,519","16,509","51.6%","15.37%","32.16%",-16.79,0.6766,0.5396,6339,0.137
"110","第15案","雲林縣","莿桐鄉","4,027","8,252","12,279","1,291","13,570","24,570","55.23%","16.39%","33.59%",-17.2,0.672,0.4694,8218,0.2026
"111","第15案","雲林縣","林內鄉","2,539","5,386","7,925","877","8,802","15,551","56.6%","16.33%","34.63%",-18.3,0.6796,0.4963,5234,0.1833
"112","第15案","雲林縣","二崙鄉","3,275","6,738","10,013","1,146","11,159","23,367","47.76%","14.02%","28.84%",-14.82,0.6729,0.4722,7461,0.2007
"113","第15案","雲林縣","崙背鄉","2,880","6,338","9,218","927","10,145","21,050","48.19%","13.68%","30.11%",-16.43,0.6876,0.5485,7961,0.1391
"114","第15案","雲林縣","麥寮鄉","4,927","11,731","16,658","1,443","18,101","37,119","48.76%","13.27%","31.60%",-18.33,0.7042,0.6802,15550,0.0240000000000001
"115","第15案","雲林縣","東勢鄉","1,761","4,200","5,961","625","6,586","13,239","49.75%","13.3%","31.72%",-18.42,0.7046,0.5756,5687,0.129
"116","第15案","雲林縣","褒忠鄉","1,790","3,641","5,431","430","5,861","11,381","51.5%","15.73%","31.99%",-16.26,0.6704,0.5455,4746,0.1249
"117","第15案","雲林縣","臺西鄉","2,524","6,237","8,761","912","9,673","21,125","45.79%","11.95%","29.52%",-17.57,0.7119,0.6359,8833,0.076
"118","第15案","雲林縣","元長鄉","2,717","6,177","8,894","945","9,839","22,830","43.1%","11.9%","27.06%",-15.16,0.6945,0.5311,8118,0.1634
"119","第15案","雲林縣","四湖鄉","2,192","5,251","7,443","829","8,272","20,983","39.42%","10.45%","25.03%",-14.58,0.7055,0.5131,6384,0.1924
"120","第15案","雲林縣","口湖鄉","2,990","7,195","10,185","1,280","11,465","24,193","47.39%","12.36%","29.74%",-17.38,0.7064,0.5385,8739,0.1679
"121","第15案","雲林縣","水林鄉","2,689","6,034","8,723","1,040","9,763","22,508","43.38%","11.95%","26.81%",-14.86,0.6917,0.4607,6898,0.231
"122","第15案","嘉義縣","","65,100","139,182","204,282","19,875","224,157","442,775","50.63%","14.7%","31.43%",-16.73,0.6813,NA,NA,NA
"123","第15案","嘉義縣","太保市","5,217","10,385","15,602","1,236","16,838","31,568","53.34%","16.53%","32.90%",-16.37,0.6656,0.3004,6092,0.3652
"124","第15案","嘉義縣","朴子市","5,426","11,329","16,755","1,428","18,183","35,191","51.67%","15.42%","32.19%",-16.77,0.6762,0.279,6178,0.3972
"125","第15案","嘉義縣","布袋鎮","3,048","7,395","10,443","1,180","11,623","23,965","48.5%","12.72%","30.86%",-18.14,0.7081,0.3339,5053,0.3742
"126","第15案","嘉義縣","大林鎮","4,191","8,594","12,785","1,117","13,902","26,922","51.64%","15.57%","31.92%",-16.35,0.6722,0.3085,5426,0.3637
"127","第15案","嘉義縣","民雄鄉","10,079","19,984","30,063","2,724","32,787","61,209","53.57%","16.47%","32.65%",-16.18,0.6647,0.3191,12139,0.3456
"128","第15案","嘉義縣","溪口鄉","2,024","3,870","5,894","726","6,620","13,105","50.52%","15.44%","29.53%",-14.09,0.6566,0.2316,2099,0.425
"129","第15案","嘉義縣","新港鄉","4,330","8,597","12,927","1,648","14,575","27,342","53.31%","15.84%","31.44%",-15.6,0.665,0.2297,4298,0.4353
"130","第15案","嘉義縣","六腳鄉","2,568","5,282","7,850","873","8,723","20,821","41.9%","12.33%","25.37%",-13.04,0.6729,0.2362,2989,0.4367
"131","第15案","嘉義縣","東石鄉","2,179","5,707","7,886","985","8,871","21,915","40.48%","9.94%","26.04%",-16.1,0.7237,0.2413,3193,0.4824
"132","第15案","嘉義縣","義竹鄉","2,458","5,021","7,479","910","8,389","16,647","50.39%","14.77%","30.16%",-15.39,0.6713,0.2014,2414,0.4699
"133","第15案","嘉義縣","鹿草鄉","1,996","3,726","5,722","841","6,563","13,937","47.09%","14.32%","26.73%",-12.41,0.6512,0.2843,2545,0.3669
"134","第15案","嘉義縣","水上鄉","6,712","14,609","21,321","1,928","23,249","43,857","53.01%","15.3%","33.31%",-18.01,0.6852,0.3515,9734,0.3337
"135","第15案","嘉義縣","中埔鄉","5,328","11,537","16,865","1,466","18,331","39,139","46.84%","13.61%","29.48%",-15.87,0.6841,0.3285,7751,0.3556
"136","第15案","嘉義縣","竹崎鄉","4,432","10,473","14,905","1,194","16,099","31,228","51.55%","14.19%","33.54%",-19.35,0.7027,0.3016,6300,0.4011
"137","第15案","嘉義縣","梅山鄉","2,612","5,888","8,500","875","9,375","17,083","54.88%","15.29%","34.47%",-19.18,0.6927,0.2871,3437,0.4056
"138","第15案","嘉義縣","番路鄉","1,436","3,778","5,214","453","5,667","10,156","55.8%","14.14%","37.20%",-23.06,0.7246,0.3638,2510,0.3608
"139","第15案","嘉義縣","大埔鄉","634","1,397","2,031","157","2,188","3,999","54.71%","15.85%","34.93%",-19.08,0.6878,0.2989,919,0.3889
"140","第15案","嘉義縣","阿里山鄉","430","1,610","2,040","134","2,174","4,691","46.34%","9.17%","34.32%",-25.15,0.7892,0.3608,1166,0.4284
"141","第15案","屏東縣","","113,331","229,686","343,017","28,411","371,428","711,720","52.19%","15.92%","32.27%",-16.35,0.6696,NA,NA,NA
"142","第15案","屏東縣","屏東市","29,361","56,512","85,873","4,547","90,420","170,148","53.14%","17.26%","33.21%",-15.95,0.6581,0.4547,46320,0.2034
"143","第15案","屏東縣","潮州鎮","7,197","15,460","22,657","1,559","24,216","46,444","52.14%","15.5%","33.29%",-17.79,0.6823,0.4362,12571,0.2461
"144","第15案","屏東縣","東港鎮","6,062","13,078","19,140","1,842","20,982","39,495","53.13%","15.35%","33.11%",-17.76,0.6833,0.4704,11387,0.2129
"145","第15案","屏東縣","恆春鎮","3,668","7,587","11,255","822","12,077","25,661","47.06%","14.29%","29.57%",-15.28,0.6741,0.4055,6729,0.2686
"146","第15案","屏東縣","萬丹鄉","7,211","14,001","21,212","1,988","23,200","43,478","53.36%","16.59%","32.20%",-15.61,0.6601,0.3887,11272,0.2714
"147","第15案","屏東縣","長治鄉","4,527","8,662","13,189","1,270","14,459","26,256","55.07%","17.24%","32.99%",-15.75,0.6568,0.4005,6939,0.2563
"148","第15案","屏東縣","麟洛鄉","2,021","3,381","5,402","362","5,764","9,970","57.81%","20.27%","33.91%",-13.64,0.6259,0.3545,2526,0.2714
"149","第15案","屏東縣","九如鄉","2,950","6,397","9,347","1,075","10,422","19,132","54.47%","15.42%","33.44%",-18.02,0.6844,0.3003,3977,0.3841
"150","第15案","屏東縣","里港鄉","3,616","7,226","10,842","1,218","12,060","22,128","54.5%","16.34%","32.66%",-16.32,0.6665,0.3475,5371,0.319
"151","第15案","屏東縣","鹽埔鄉","3,430","7,284","10,714","908","11,622","22,402","51.88%","15.31%","32.51%",-17.2,0.6799,0.412,6561,0.2679
"152","第15案","屏東縣","高樹鄉","3,246","6,296","9,542","1,121","10,663","21,697","49.15%","14.96%","29.02%",-14.06,0.6598,0.3453,5402,0.3145
"153","第15案","屏東縣","萬巒鄉","2,813","5,417","8,230","920","9,150","17,945","50.99%","15.68%","30.19%",-14.51,0.6582,0.3141,3866,0.3441
"154","第15案","屏東縣","內埔鄉","6,775","14,248","21,023","1,649","22,672","47,558","47.67%","14.25%","29.96%",-15.71,0.6777,0.3684,10697,0.3093
"155","第15案","屏東縣","竹田鄉","3,162","4,856","8,018","812","8,830","15,353","57.51%","20.6%","31.63%",-11.03,0.6056,0.3623,4040,0.2433
"156","第15案","屏東縣","新埤鄉","1,301","2,812","4,113","445","4,558","9,033","50.46%","14.4%","31.13%",-16.73,0.6837,0.4134,2663,0.2703
"157","第15案","屏東縣","枋寮鄉","3,196","6,773","9,969","1,214","11,183","21,394","52.27%","14.94%","31.66%",-16.72,0.6794,0.5044,7635,0.175
"158","第15案","屏東縣","新園鄉","4,787","9,799","14,586","1,559","16,145","30,706","52.58%","15.59%","31.91%",-16.32,0.6718,0.3928,8167,0.279
"159","第15案","屏東縣","崁頂鄉","2,014","3,865","5,879","553","6,432","12,270","52.42%","16.41%","31.50%",-15.09,0.6574,0.388,3219,0.2694
"160","第15案","屏東縣","林邊鄉","2,763","5,109","7,872","849","8,721","15,691","55.58%","17.61%","32.56%",-14.95,0.649,0.3884,4376,0.2606
"161","第15案","屏東縣","南州鄉","1,618","2,921","4,539","476","5,015","9,479","52.91%","17.07%","30.82%",-13.75,0.6435,0.4284,3024,0.2151
"162","第15案","屏東縣","佳冬鄉","2,520","4,918","7,438","988","8,426","17,063","49.38%","14.77%","28.82%",-14.05,0.6612,0.3729,4432,0.2883
"163","第15案","屏東縣","琉球鄉","1,041","3,387","4,428","327","4,755","10,706","44.41%","9.72%","31.64%",-21.92,0.7649,0.6926,4763,0.0722999999999999
"164","第15案","屏東縣","車城鄉","1,020","1,844","2,864","269","3,133","7,595","41.25%","13.43%","24.28%",-10.85,0.6439,0.3367,1786,0.3072
"165","第15案","屏東縣","滿州鄉","971","1,913","2,884","197","3,081","7,206","42.76%","13.47%","26.55%",-13.08,0.6633,0.3768,1994,0.2865
"166","第15案","屏東縣","枋山鄉","707","1,563","2,270","220","2,490","4,856","51.28%","14.56%","32.19%",-17.63,0.6885,0.3563,1385,0.3322
"167","第15案","屏東縣","三地門鄉","985","2,381","3,366","249","3,615","6,373","56.72%","15.46%","37.36%",-21.9,0.7074,0.5614,2895,0.146
"168","第15案","屏東縣","霧臺鄉","433","1,268","1,701","108","1,809","2,950","61.32%","14.68%","42.98%",-28.3,0.7454,0.4534,1129,0.292
"169","第15案","屏東縣","瑪家鄉","880","2,505","3,385","178","3,563","5,663","62.92%","15.54%","44.23%",-28.69,0.74,0.514,2350,0.226
"170","第15案","屏東縣","泰武鄉","699","1,915","2,614","195","2,809","4,344","64.66%","16.09%","44.08%",-27.99,0.7326,0.4662,1668,0.2664
