"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"54","第15案","苗栗縣","三義鄉","2,166","5,583","7,749","402","8,151","13,889","58.69%","15.6%","40.20%",-24.6,27.95,"59.08",5845,-31.13
"55","第15案","苗栗縣","西湖鄉","987","2,288","3,275","253","3,528","6,382","55.28%","15.47%","35.85%",-20.38,30.14,"60.10",2817,-29.96
"56","第15案","苗栗縣","造橋鄉","1,696","4,224","5,920","499","6,419","11,027","58.21%","15.38%","38.31%",-22.93,28.65,"60.51",4444,-31.86
"57","第15案","苗栗縣","三灣鄉","855","2,253","3,108","280","3,388","5,852","57.89%","14.61%","38.50%",-23.89,27.51,"67.26",2767,-39.75
"58","第15案","苗栗縣","獅潭鄉","497","1,381","1,878","161","2,039","3,968","51.39%","12.53%","34.80%",-22.27,26.46,"69.92",2050,-43.46
"59","第15案","苗栗縣","泰安鄉","777","2,490","3,267","199","3,466","5,180","66.91%","15%","48.07%",-33.07,23.78,"65.21",2829,-41.43
"60","第15案","彰化縣","","177,421","398,192","575,613","38,235","613,848","1,066,994","57.53%","16.63%","37.32%",-20.69,30.82,NA,NA,NA
"61","第15案","彰化縣","彰化市","35,239","74,545","109,784","5,749","115,533","190,995","60.49%","18.45%","39.03%",-20.58,32.1,"53.12",65874,-21.02
"62","第15案","彰化縣","鹿港鎮","11,517","26,869","38,386","2,697","41,083","70,505","58.27%","16.34%","38.11%",-21.77,30,"57.80",27397,-27.8
"63","第15案","彰化縣","和美鎮","12,951","27,751","40,702","2,235","42,937","75,286","57.03%","17.2%","36.86%",-19.66,31.82,"59.04",29004,-27.22
"64","第15案","彰化縣","線西鄉","2,323","5,545","7,868","507","8,375","14,065","59.54%","16.52%","39.42%",-22.9,29.52,"66.82",6615,-37.3
"65","第15案","彰化縣","伸港鄉","4,958","11,141","16,099","1,159","17,258","30,407","56.76%","16.31%","36.64%",-20.33,30.8,"62.30",12781,-31.5
"66","第15案","彰化縣","福興鄉","6,368","13,715","20,083","1,533","21,616","39,745","54.39%","16.02%","34.51%",-18.49,31.71,"57.65",15125,-25.94
"67","第15案","彰化縣","秀水鄉","5,578","12,461","18,039","1,225","19,264","32,394","59.47%","17.22%","38.47%",-21.25,30.92,"58.90",13132,-27.98
"68","第15案","彰化縣","花壇鄉","6,224","15,562","21,786","1,329","23,115","38,924","59.38%","15.99%","39.98%",-23.99,28.57,"55.34",14443,-26.77
"69","第15案","彰化縣","芬園鄉","3,045","7,442","10,487","885","11,372","20,408","55.72%","14.92%","36.47%",-21.55,29.04,"47.37",6594,-18.33
"70","第15案","彰化縣","員林市","17,321","38,055","55,376","2,876","58,252","102,028","57.09%","16.98%","37.30%",-20.32,31.28,"49.95",31949,-18.67
"71","第15案","彰化縣","溪湖鎮","7,695","17,023","24,718","1,567","26,285","45,147","58.22%","17.04%","37.71%",-20.67,31.13,"53.67",16431,-22.54
"72","第15案","彰化縣","田中鎮","5,778","13,245","19,023","1,405","20,428","35,391","57.72%","16.33%","37.42%",-21.09,30.37,"49.06",11340,-18.69
"73","第15案","彰化縣","大村鄉","5,500","11,990","17,490","1,089","18,579","31,492","59%","17.46%","38.07%",-20.61,31.45,"50.73",10826,-19.28
"74","第15案","彰化縣","埔鹽鄉","4,272","11,478","15,750","1,191","16,941","28,026","60.45%","15.24%","40.95%",-25.71,27.12,"60.82",12415,-33.7
"75","第15案","彰化縣","埔心鄉","5,282","11,827","17,109","1,294","18,403","29,642","62.08%","17.82%","39.90%",-22.08,30.87,"47.38",9694,-16.51
"76","第15案","彰化縣","永靖鄉","5,651","11,781","17,432","1,192","18,624","31,239","59.62%","18.09%","37.71%",-19.62,32.42,"46.77",10057,-14.35
"77","第15案","彰化縣","社頭鄉","5,908","13,849","19,757","1,224","20,981","36,306","57.79%","16.27%","38.15%",-21.88,29.9,"48.04",11703,-18.14
"78","第15案","彰化縣","二水鄉","2,152","5,295","7,447","672","8,119","13,339","60.87%","16.13%","39.70%",-23.57,28.9,"45.79",4452,-16.89
"79","第15案","彰化縣","北斗鎮","4,843","10,218","15,061","1,070","16,131","27,593","58.46%","17.55%","37.03%",-19.48,32.16,"49.47",9082,-17.31
"80","第15案","彰化縣","二林鎮","6,416","14,593","21,009","1,678","22,687","42,976","52.79%","14.93%","33.96%",-19.03,30.54,"54.42",15652,-23.88
"81","第15案","彰化縣","田尾鄉","3,867","8,997","12,864","893","13,757","23,179","59.35%","16.68%","38.82%",-22.14,30.06,"49.86",7946,-19.8
"82","第15案","彰化縣","埤頭鄉","3,871","8,865","12,736","1,221","13,957","25,677","54.36%","15.08%","34.53%",-19.45,30.39,"50.67",8548,-20.28
"83","第15案","彰化縣","芳苑鄉","3,674","9,277","12,951","1,350","14,301","29,291","48.82%","12.54%","31.67%",-19.13,28.37,"47.78",9404,-19.41
"84","第15案","彰化縣","大城鄉","1,381","3,849","5,230","515","5,745","14,713","39.05%","9.39%","26.16%",-16.77,26.41,"50.78",4708,-24.37
"85","第15案","彰化縣","竹塘鄉","1,832","4,539","6,371","581","6,952","12,821","54.22%","14.29%","35.40%",-21.11,28.76,"46.23",4333,-17.47
"86","第15案","彰化縣","溪州鄉","3,775","8,280","12,055","1,098","13,153","25,405","51.77%","14.86%","32.59%",-17.73,31.31,"48.28",8290,-16.97
"87","第15案","南投縣","","68,393","165,077","233,470","14,440","247,910","427,089","58.05%","16.01%","38.65%",-22.64,29.29,NA,NA,NA
"88","第15案","南投縣","南投市","14,491","34,230","48,721","2,383","51,104","84,328","60.6%","17.18%","40.59%",-23.41,29.74,"68.02",39008,-38.28
"89","第15案","南投縣","埔里鎮","10,904","26,454","37,358","2,295","39,653","68,763","57.67%","15.86%","38.47%",-22.61,29.19,"70.04",31617,-40.85
"90","第15案","南投縣","草屯鎮","14,396","31,506","45,902","2,285","48,187","82,922","58.11%","17.36%","37.99%",-20.63,31.36,"53.79",29774,-22.43
"91","第15案","南投縣","竹山鎮","7,543","16,737","24,280","1,780","26,060","47,034","55.41%","16.04%","35.58%",-19.54,31.07,"68.00",21162,-36.93
"92","第15案","南投縣","集集鎮","1,562","3,642","5,204","378","5,582","9,611","58.08%","16.25%","37.89%",-21.64,30.02,"68.63",4774,-38.61
"93","第15案","南投縣","名間鄉","5,405","13,160","18,565","1,467","20,032","33,408","59.96%","16.18%","39.39%",-23.21,29.11,"64.75",15432,-35.64
"94","第15案","南投縣","鹿谷鄉","2,276","5,778","8,054","566","8,620","15,941","54.07%","14.28%","36.25%",-21.97,28.26,"72.48",8156,-44.22
"95","第15案","南投縣","中寮鄉","1,943","5,131","7,074","556","7,630","13,181","57.89%","14.74%","38.93%",-24.19,27.47,"70.31",6940,-42.84
"96","第15案","南投縣","魚池鄉","2,123","4,942","7,065","546","7,611","13,958","54.53%","15.21%","35.41%",-20.2,30.05,"68.99",6810,-38.94
"97","第15案","南投縣","國姓鄉","2,268","6,510","8,778","625","9,403","16,597","56.65%","13.67%","39.22%",-25.55,25.84,"68.21",8152,-42.37
"98","第15案","南投縣","水里鄉","2,326","5,784","8,110","569","8,679","15,458","56.15%","15.05%","37.42%",-22.37,28.68,"69.89",7621,-41.21
"99","第15案","南投縣","信義鄉","1,461","6,133","7,594","602","8,196","13,299","61.63%","10.99%","46.12%",-35.13,19.24,"80.96",7902,-61.72
"100","第15案","南投縣","仁愛鄉","1,695","5,070","6,765","388","7,153","12,589","56.82%","13.46%","40.27%",-26.81,25.06,"84.82",8037,-59.76
"101","第15案","雲林縣","","88,127","190,434","278,561","23,887","302,448","584,480","51.75%","15.08%","32.58%",-17.5,31.64,NA,NA,NA
"102","第15案","雲林縣","斗六市","15,497","33,537","49,034","2,528","51,562","89,761","57.44%","17.26%","37.36%",-20.1,31.6,"55.08",32050,-23.48
"103","第15案","雲林縣","斗南鎮","6,583","13,713","20,296","1,405","21,701","38,138","56.9%","17.26%","35.96%",-18.7,32.43,"52.06",13445,-19.63
"104","第15案","雲林縣","虎尾鎮","9,596","19,755","29,351","1,753","31,104","58,167","53.47%","16.5%","33.96%",-17.46,32.69,"55.93",21349,-23.24
"105","第15案","雲林縣","西螺鎮","6,128","12,384","18,512","1,819","20,331","38,142","53.3%","16.07%","32.47%",-16.4,33.1,"46.89",12109,-13.79
"106","第15案","雲林縣","土庫鎮","3,824","7,891","11,715","1,166","12,881","24,412","52.77%","15.66%","32.32%",-16.66,32.64,"58.40",10136,-25.76
"107","第15案","雲林縣","北港鎮","5,486","11,404","16,890","1,664","18,554","33,958","54.64%","16.16%","33.58%",-17.42,32.48,"49.22",11426,-16.74
"108","第15案","雲林縣","古坑鄉","4,164","9,260","13,424","1,136","14,560","27,477","52.99%","15.15%","33.70%",-18.55,31.02,"54.35",10087,-23.33
"109","第15案","雲林縣","大埤鄉","2,538","5,310","7,848","671","8,519","16,509","51.6%","15.37%","32.16%",-16.79,32.34,"53.96",6339,-21.62
"110","第15案","雲林縣","莿桐鄉","4,027","8,252","12,279","1,291","13,570","24,570","55.23%","16.39%","33.59%",-17.2,32.8,"46.94",8218,-14.14
"111","第15案","雲林縣","林內鄉","2,539","5,386","7,925","877","8,802","15,551","56.6%","16.33%","34.63%",-18.3,32.04,"49.63",5234,-17.59
"112","第15案","雲林縣","二崙鄉","3,275","6,738","10,013","1,146","11,159","23,367","47.76%","14.02%","28.84%",-14.82,32.71,"47.22",7461,-14.51
"113","第15案","雲林縣","崙背鄉","2,880","6,338","9,218","927","10,145","21,050","48.19%","13.68%","30.11%",-16.43,31.24,"54.85",7961,-23.61
"114","第15案","雲林縣","麥寮鄉","4,927","11,731","16,658","1,443","18,101","37,119","48.76%","13.27%","31.60%",-18.33,29.58,"68.02",15550,-38.44
"115","第15案","雲林縣","東勢鄉","1,761","4,200","5,961","625","6,586","13,239","49.75%","13.3%","31.72%",-18.42,29.54,"57.56",5687,-28.02
"116","第15案","雲林縣","褒忠鄉","1,790","3,641","5,431","430","5,861","11,381","51.5%","15.73%","31.99%",-16.26,32.96,"54.55",4746,-21.59
"117","第15案","雲林縣","臺西鄉","2,524","6,237","8,761","912","9,673","21,125","45.79%","11.95%","29.52%",-17.57,28.81,"63.59",8833,-34.78
"118","第15案","雲林縣","元長鄉","2,717","6,177","8,894","945","9,839","22,830","43.1%","11.9%","27.06%",-15.16,30.55,"53.11",8118,-22.56
"119","第15案","雲林縣","四湖鄉","2,192","5,251","7,443","829","8,272","20,983","39.42%","10.45%","25.03%",-14.58,29.45,"51.31",6384,-21.86
"120","第15案","雲林縣","口湖鄉","2,990","7,195","10,185","1,280","11,465","24,193","47.39%","12.36%","29.74%",-17.38,29.36,"53.85",8739,-24.49
"121","第15案","雲林縣","水林鄉","2,689","6,034","8,723","1,040","9,763","22,508","43.38%","11.95%","26.81%",-14.86,30.83,"46.07",6898,-15.24
"122","第15案","嘉義縣","","65,100","139,182","204,282","19,875","224,157","442,775","50.63%","14.7%","31.43%",-16.73,31.87,NA,NA,NA
"123","第15案","嘉義縣","太保市","5,217","10,385","15,602","1,236","16,838","31,568","53.34%","16.53%","32.90%",-16.37,33.44,"30.04",6092,3.4
"124","第15案","嘉義縣","朴子市","5,426","11,329","16,755","1,428","18,183","35,191","51.67%","15.42%","32.19%",-16.77,32.38,"27.90",6178,4.48
"125","第15案","嘉義縣","布袋鎮","3,048","7,395","10,443","1,180","11,623","23,965","48.5%","12.72%","30.86%",-18.14,29.19,"33.39",5053,-4.2
"126","第15案","嘉義縣","大林鎮","4,191","8,594","12,785","1,117","13,902","26,922","51.64%","15.57%","31.92%",-16.35,32.78,"30.85",5426,1.93
"127","第15案","嘉義縣","民雄鄉","10,079","19,984","30,063","2,724","32,787","61,209","53.57%","16.47%","32.65%",-16.18,33.53,"31.91",12139,1.62
"128","第15案","嘉義縣","溪口鄉","2,024","3,870","5,894","726","6,620","13,105","50.52%","15.44%","29.53%",-14.09,34.34,"23.16",2099,11.18
"129","第15案","嘉義縣","新港鄉","4,330","8,597","12,927","1,648","14,575","27,342","53.31%","15.84%","31.44%",-15.6,33.5,"22.97",4298,10.53
"130","第15案","嘉義縣","六腳鄉","2,568","5,282","7,850","873","8,723","20,821","41.9%","12.33%","25.37%",-13.04,32.71,"23.62",2989,9.09
"131","第15案","嘉義縣","東石鄉","2,179","5,707","7,886","985","8,871","21,915","40.48%","9.94%","26.04%",-16.1,27.63,"24.13",3193,3.5
"132","第15案","嘉義縣","義竹鄉","2,458","5,021","7,479","910","8,389","16,647","50.39%","14.77%","30.16%",-15.39,32.87,"20.14",2414,12.73
"133","第15案","嘉義縣","鹿草鄉","1,996","3,726","5,722","841","6,563","13,937","47.09%","14.32%","26.73%",-12.41,34.88,"28.43",2545,6.45
"134","第15案","嘉義縣","水上鄉","6,712","14,609","21,321","1,928","23,249","43,857","53.01%","15.3%","33.31%",-18.01,31.48,"35.15",9734,-3.67
"135","第15案","嘉義縣","中埔鄉","5,328","11,537","16,865","1,466","18,331","39,139","46.84%","13.61%","29.48%",-15.87,31.59,"32.85",7751,-1.26
"136","第15案","嘉義縣","竹崎鄉","4,432","10,473","14,905","1,194","16,099","31,228","51.55%","14.19%","33.54%",-19.35,29.73,"30.16",6300,-0.43
"137","第15案","嘉義縣","梅山鄉","2,612","5,888","8,500","875","9,375","17,083","54.88%","15.29%","34.47%",-19.18,30.73,"28.71",3437,2.02
"138","第15案","嘉義縣","番路鄉","1,436","3,778","5,214","453","5,667","10,156","55.8%","14.14%","37.20%",-23.06,27.54,"36.38",2510,-8.84
"139","第15案","嘉義縣","大埔鄉","634","1,397","2,031","157","2,188","3,999","54.71%","15.85%","34.93%",-19.08,31.22,"29.89",919,1.33
"140","第15案","嘉義縣","阿里山鄉","430","1,610","2,040","134","2,174","4,691","46.34%","9.17%","34.32%",-25.15,21.08,"36.08",1166,-15
"141","第15案","屏東縣","","113,331","229,686","343,017","28,411","371,428","711,720","52.19%","15.92%","32.27%",-16.35,33.04,NA,NA,NA
"142","第15案","屏東縣","屏東市","29,361","56,512","85,873","4,547","90,420","170,148","53.14%","17.26%","33.21%",-15.95,34.19,"45.47",46320,-11.28
"143","第15案","屏東縣","潮州鎮","7,197","15,460","22,657","1,559","24,216","46,444","52.14%","15.5%","33.29%",-17.79,31.77,"43.62",12571,-11.85
"144","第15案","屏東縣","東港鎮","6,062","13,078","19,140","1,842","20,982","39,495","53.13%","15.35%","33.11%",-17.76,31.67,"47.04",11387,-15.37
"145","第15案","屏東縣","恆春鎮","3,668","7,587","11,255","822","12,077","25,661","47.06%","14.29%","29.57%",-15.28,32.59,"40.55",6729,-7.95999999999999
"146","第15案","屏東縣","萬丹鄉","7,211","14,001","21,212","1,988","23,200","43,478","53.36%","16.59%","32.20%",-15.61,33.99,"38.87",11272,-4.88
"147","第15案","屏東縣","長治鄉","4,527","8,662","13,189","1,270","14,459","26,256","55.07%","17.24%","32.99%",-15.75,34.32,"40.05",6939,-5.73
"148","第15案","屏東縣","麟洛鄉","2,021","3,381","5,402","362","5,764","9,970","57.81%","20.27%","33.91%",-13.64,37.41,"35.45",2526,1.95999999999999
"149","第15案","屏東縣","九如鄉","2,950","6,397","9,347","1,075","10,422","19,132","54.47%","15.42%","33.44%",-18.02,31.56,"30.03",3977,1.53
"150","第15案","屏東縣","里港鄉","3,616","7,226","10,842","1,218","12,060","22,128","54.5%","16.34%","32.66%",-16.32,33.35,"34.75",5371,-1.4
"151","第15案","屏東縣","鹽埔鄉","3,430","7,284","10,714","908","11,622","22,402","51.88%","15.31%","32.51%",-17.2,32.01,"41.20",6561,-9.19
"152","第15案","屏東縣","高樹鄉","3,246","6,296","9,542","1,121","10,663","21,697","49.15%","14.96%","29.02%",-14.06,34.02,"34.53",5402,-0.509999999999998
"153","第15案","屏東縣","萬巒鄉","2,813","5,417","8,230","920","9,150","17,945","50.99%","15.68%","30.19%",-14.51,34.18,"31.41",3866,2.77
"154","第15案","屏東縣","內埔鄉","6,775","14,248","21,023","1,649","22,672","47,558","47.67%","14.25%","29.96%",-15.71,32.23,"36.84",10697,-4.61000000000001
"155","第15案","屏東縣","竹田鄉","3,162","4,856","8,018","812","8,830","15,353","57.51%","20.6%","31.63%",-11.03,39.44,"36.23",4040,3.21
"156","第15案","屏東縣","新埤鄉","1,301","2,812","4,113","445","4,558","9,033","50.46%","14.4%","31.13%",-16.73,31.63,"41.34",2663,-9.71
"157","第15案","屏東縣","枋寮鄉","3,196","6,773","9,969","1,214","11,183","21,394","52.27%","14.94%","31.66%",-16.72,32.06,"50.44",7635,-18.38
"158","第15案","屏東縣","新園鄉","4,787","9,799","14,586","1,559","16,145","30,706","52.58%","15.59%","31.91%",-16.32,32.82,"39.28",8167,-6.46
"159","第15案","屏東縣","崁頂鄉","2,014","3,865","5,879","553","6,432","12,270","52.42%","16.41%","31.50%",-15.09,34.26,"38.80",3219,-4.54
"160","第15案","屏東縣","林邊鄉","2,763","5,109","7,872","849","8,721","15,691","55.58%","17.61%","32.56%",-14.95,35.1,"38.84",4376,-3.74
"161","第15案","屏東縣","南州鄉","1,618","2,921","4,539","476","5,015","9,479","52.91%","17.07%","30.82%",-13.75,35.65,"42.84",3024,-7.19
"162","第15案","屏東縣","佳冬鄉","2,520","4,918","7,438","988","8,426","17,063","49.38%","14.77%","28.82%",-14.05,33.88,"37.29",4432,-3.41
"163","第15案","屏東縣","琉球鄉","1,041","3,387","4,428","327","4,755","10,706","44.41%","9.72%","31.64%",-21.92,23.51,"69.26",4763,-45.75
"164","第15案","屏東縣","車城鄉","1,020","1,844","2,864","269","3,133","7,595","41.25%","13.43%","24.28%",-10.85,35.61,"33.67",1786,1.94
"165","第15案","屏東縣","滿州鄉","971","1,913","2,884","197","3,081","7,206","42.76%","13.47%","26.55%",-13.08,33.67,"37.68",1994,-4.01
"166","第15案","屏東縣","枋山鄉","707","1,563","2,270","220","2,490","4,856","51.28%","14.56%","32.19%",-17.63,31.15,"35.63",1385,-4.48
"167","第15案","屏東縣","三地門鄉","985","2,381","3,366","249","3,615","6,373","56.72%","15.46%","37.36%",-21.9,29.26,"56.14",2895,-26.88
"168","第15案","屏東縣","霧臺鄉","433","1,268","1,701","108","1,809","2,950","61.32%","14.68%","42.98%",-28.3,25.46,"45.34",1129,-19.88
"169","第15案","屏東縣","瑪家鄉","880","2,505","3,385","178","3,563","5,663","62.92%","15.54%","44.23%",-28.69,26,"51.40",2350,-25.4
"170","第15案","屏東縣","泰武鄉","699","1,915","2,614","195","2,809","4,344","64.66%","16.09%","44.08%",-27.99,26.74,"46.62",1668,-19.88
"171","第15案","屏東縣","來義鄉","822","2,639","3,461","271","3,732","6,257","59.65%","13.14%","42.18%",-29.04,23.75,"56.24",2673,-32.49
"172","第15案","屏東縣","春日鄉","440","877","1,317","43","1,360","3,923","34.67%","11.22%","22.36%",-11.14,33.41,"57.38",1737,-23.97
"173","第15案","屏東縣","獅子鄉","525","1,655","2,180","93","2,273","4,230","53.74%","12.41%","39.13%",-26.72,24.08,"64.02",2192,-39.94
