"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"25","第14案","宜蘭縣","大同鄉","556","2,141","2,697","192","2,889","4,935","58.54%","11.27%","43.38%",-32.11,20.62,"86.02",3360,-65.4
"26","第14案","宜蘭縣","南澳鄉","486","2,151","2,637","175","2,812","4,644","60.55%","10.47%","46.32%",-35.85,18.43,"88.73",3245,-70.3
"27","第14案","新竹縣","","73,718","166,893","240,611","11,635","252,246","445,051","56.68%","16.56%","37.50%",-20.94,30.64,NA,NA,NA
"28","第14案","新竹縣","竹北市","27,093","49,966","77,059","2,904","79,963","137,129","58.31%","19.76%","36.44%",-16.68,35.16,"33.50",27664,1.66
"29","第14案","新竹縣","竹東鎮","12,175","28,462","40,637","1,990","42,627","78,794","54.1%","15.45%","36.12%",-20.67,29.96,"42.05",19629,-12.09
"30","第14案","新竹縣","新埔鎮","4,323","11,109","15,432","870","16,302","28,894","56.42%","14.96%","38.45%",-23.49,28.01,"35.99",6982,-7.98
"31","第14案","新竹縣","關西鎮","3,623","9,655","13,278","786","14,064","24,712","56.91%","14.66%","39.07%",-24.41,27.29,"35.70",6017,-8.41
"32","第14案","新竹縣","湖口鄉","9,767","24,243","34,010","1,712","35,722","63,511","56.25%","15.38%","38.17%",-22.79,28.72,"39.87",15866,-11.15
"33","第14案","新竹縣","新豐鄉","7,092","17,354","24,446","1,199","25,645","45,790","56.01%","15.49%","37.90%",-22.41,29.01,"33.97",9826,-4.96
"34","第14案","新竹縣","芎林鄉","2,767","6,855","9,622","571","10,193","17,293","58.94%","16%","39.64%",-23.64,28.76,"40.07",4876,-11.31
"35","第14案","新竹縣","橫山鄉","1,624","4,608","6,232","479","6,711","11,346","59.15%","14.31%","40.61%",-26.3,26.06,"44.23",3624,-18.17
"36","第14案","新竹縣","北埔鄉","1,229","3,165","4,394","248","4,642","8,180","56.75%","15.02%","38.69%",-23.67,27.97,"46.27",2769,-18.3
"37","第14案","新竹縣","寶山鄉","2,262","4,960","7,222","347","7,569","12,973","58.34%","17.44%","38.23%",-20.79,31.32,"45.93",4172,-14.61
"38","第14案","新竹縣","峨眉鄉","689","2,114","2,803","253","3,056","5,068","60.3%","13.6%","41.71%",-28.11,24.58,"53.52",2218,-28.94
"39","第14案","新竹縣","尖石鄉","681","2,889","3,570","198","3,768","7,364","51.17%","9.25%","39.23%",-29.98,19.08,"51.39",2836,-32.31
"40","第14案","新竹縣","五峰鄉","393","1,513","1,906","78","1,984","3,997","49.64%","9.83%","37.85%",-28.02,20.62,"45.33",1398,-24.71
"41","第14案","苗栗縣","","69,712","177,248","246,960","15,666","262,626","461,580","56.9%","15.1%","38.40%",-23.3,28.23,NA,NA,NA
"42","第14案","苗栗縣","苗栗市","11,499","29,449","40,948","2,019","42,967","74,249","57.87%","15.49%","39.66%",-24.17,28.08,"61.27",28376,-33.19
"43","第14案","苗栗縣","苑裡鎮","5,758","15,032","20,790","1,610","22,400","38,890","57.6%","14.81%","38.65%",-23.84,27.7,"54.92",14322,-27.22
"44","第14案","苗栗縣","通霄鎮","4,317","10,427","14,744","1,336","16,080","29,709","54.13%","14.53%","35.10%",-20.57,29.28,"43.22",8970,-13.94
"45","第14案","苗栗縣","竹南鎮","11,195","25,219","36,414","1,980","38,394","68,528","56.03%","16.34%","36.80%",-20.46,30.74,"54.16",22785,-23.42
"46","第14案","苗栗縣","頭份市","12,822","32,287","45,109","2,293","47,402","83,617","56.69%","15.33%","38.61%",-23.28,28.42,"61.89",32143,-33.47
"47","第14案","苗栗縣","後龍鎮","4,624","11,173","15,797","1,316","17,113","30,948","55.3%","14.94%","36.10%",-21.16,29.27,"44.67",9556,-15.4
"48","第14案","苗栗縣","卓蘭鎮","2,247","5,873","8,120","567","8,687","14,772","58.81%","15.21%","39.76%",-24.55,27.67,"61.94",6717,-34.27
"49","第14案","苗栗縣","大湖鄉","1,679","4,573","6,252","513","6,765","12,653","53.47%","13.27%","36.14%",-22.87,26.86,"61.84",5382,-34.98
"50","第14案","苗栗縣","公館鄉","4,235","11,312","15,547","1,169","16,716","28,318","59.03%","14.96%","39.95%",-24.99,27.24,"61.40",11545,-34.16
"51","第14案","苗栗縣","銅鑼鄉","2,188","5,976","8,164","486","8,650","15,424","56.08%","14.19%","38.74%",-24.55,26.8,"59.22",6331,-32.42
"52","第14案","苗栗縣","南庄鄉","1,088","2,956","4,044","295","4,339","8,784","49.4%","12.39%","33.65%",-21.26,26.9,"66.42",4014,-39.52
"53","第14案","苗栗縣","頭屋鄉","1,586","4,187","5,773","349","6,122","9,390","65.2%","16.89%","44.59%",-27.7,27.47,"65.46",4863,-37.99
"54","第14案","苗栗縣","三義鄉","1,971","5,796","7,767","381","8,148","13,889","58.67%","14.19%","41.73%",-27.54,25.38,"59.08",5845,-33.7
"55","第14案","苗栗縣","西湖鄉","927","2,377","3,304","230","3,534","6,382","55.37%","14.53%","37.25%",-22.72,28.06,"60.10",2817,-32.04
"56","第14案","苗栗縣","造橋鄉","1,613","4,303","5,916","503","6,419","11,027","58.21%","14.63%","39.02%",-24.39,27.27,"60.51",4444,-33.24
"57","第14案","苗栗縣","三灣鄉","800","2,345","3,145","236","3,381","5,852","57.78%","13.67%","40.07%",-26.4,25.44,"67.26",2767,-41.82
"58","第14案","苗栗縣","獅潭鄉","436","1,421","1,857","183","2,040","3,968","51.41%","10.99%","35.81%",-24.82,23.48,"69.92",2050,-46.44
"59","第14案","苗栗縣","泰安鄉","727","2,542","3,269","200","3,469","5,180","66.97%","14.03%","49.07%",-35.04,22.24,"65.21",2829,-42.97
"60","第14案","彰化縣","","169,785","406,975","576,760","37,374","614,134","1,066,994","57.56%","15.91%","38.14%",-22.23,29.44,NA,NA,NA
"61","第14案","彰化縣","彰化市","35,013","74,892","109,905","5,771","115,676","190,995","60.56%","18.33%","39.21%",-20.88,31.86,"53.12",65874,-21.26
"62","第14案","彰化縣","鹿港鎮","10,989","27,443","38,432","2,624","41,056","70,505","58.23%","15.59%","38.92%",-23.33,28.59,"57.80",27397,-29.21
"63","第14案","彰化縣","和美鎮","12,440","28,280","40,720","2,208","42,928","75,286","57.02%","16.52%","37.56%",-21.04,30.55,"59.04",29004,-28.49
"64","第14案","彰化縣","線西鄉","2,540","5,284","7,824","561","8,385","14,065","59.62%","18.06%","37.57%",-19.51,32.46,"66.82",6615,-34.36
"65","第14案","彰化縣","伸港鄉","4,690","11,464","16,154","1,123","17,277","30,407","56.82%","15.42%","37.70%",-22.28,29.03,"62.30",12781,-33.27
"66","第14案","彰化縣","福興鄉","5,670","14,443","20,113","1,517","21,630","39,745","54.42%","14.27%","36.34%",-22.07,28.19,"57.65",15125,-29.46
"67","第14案","彰化縣","秀水鄉","5,339","12,780","18,119","1,157","19,276","32,394","59.5%","16.48%","39.45%",-22.97,29.47,"58.90",13132,-29.43
"68","第14案","彰化縣","花壇鄉","6,356","15,329","21,685","1,327","23,012","38,924","59.12%","16.33%","39.38%",-23.05,29.31,"55.34",14443,-26.03
"69","第14案","彰化縣","芬園鄉","3,275","7,341","10,616","775","11,391","20,408","55.82%","16.05%","35.97%",-19.92,30.85,"47.37",6594,-16.52
"70","第14案","彰化縣","員林市","16,826","38,432","55,258","2,885","58,143","102,028","56.99%","16.49%","37.67%",-21.18,30.45,"49.95",31949,-19.5
"71","第14案","彰化縣","溪湖鎮","7,098","17,714","24,812","1,524","26,336","45,147","58.33%","15.72%","39.24%",-23.52,28.61,"53.67",16431,-25.06
"72","第14案","彰化縣","田中鎮","5,233","13,929","19,162","1,370","20,532","35,391","58.01%","14.79%","39.36%",-24.57,27.31,"49.06",11340,-21.75
"73","第14案","彰化縣","大村鄉","4,826","12,656","17,482","1,082","18,564","31,492","58.95%","15.32%","40.19%",-24.87,27.61,"50.73",10826,-23.12
"74","第14案","彰化縣","埔鹽鄉","3,951","11,787","15,738","1,185","16,923","28,026","60.38%","14.1%","42.06%",-27.96,25.1,"60.82",12415,-35.72
"75","第14案","彰化縣","埔心鄉","4,971","12,155","17,126","1,166","18,292","29,642","61.71%","16.77%","41.01%",-24.24,29.03,"47.38",9694,-18.35
"76","第14案","彰化縣","永靖鄉","5,312","12,160","17,472","1,183","18,655","31,239","59.72%","17%","38.93%",-21.93,30.4,"46.77",10057,-16.37
"77","第14案","彰化縣","社頭鄉","5,559","14,208","19,767","1,223","20,990","36,306","57.81%","15.31%","39.13%",-23.82,28.12,"48.04",11703,-19.92
"78","第14案","彰化縣","二水鄉","2,210","5,233","7,443","631","8,074","13,339","60.53%","16.57%","39.23%",-22.66,29.69,"45.79",4452,-16.1
"79","第14案","彰化縣","北斗鎮","4,468","10,677","15,145","1,019","16,164","27,593","58.58%","16.19%","38.69%",-22.5,29.5,"49.47",9082,-19.97
"80","第14案","彰化縣","二林鎮","5,654","15,454","21,108","1,588","22,696","42,976","52.81%","13.16%","35.96%",-22.8,26.79,"54.42",15652,-27.63
"81","第14案","彰化縣","田尾鄉","3,604","9,306","12,910","861","13,771","23,179","59.41%","15.55%","40.15%",-24.6,27.92,"49.86",7946,-21.94
"82","第14案","彰化縣","埤頭鄉","3,697","9,130","12,827","1,227","14,054","25,677","54.73%","14.4%","35.56%",-21.16,28.82,"50.67",8548,-21.85
"83","第14案","彰化縣","芳苑鄉","3,302","9,846","13,148","1,267","14,415","29,291","49.21%","11.27%","33.61%",-22.34,25.11,"47.78",9404,-22.67
"84","第14案","彰化縣","大城鄉","1,268","3,990","5,258","495","5,753","14,713","39.1%","8.62%","27.12%",-18.5,24.12,"50.78",4708,-26.66
"85","第14案","彰化縣","竹塘鄉","1,708","4,713","6,421","551","6,972","12,821","54.38%","13.32%","36.76%",-23.44,26.6,"46.23",4333,-19.63
"86","第14案","彰化縣","溪州鄉","3,786","8,329","12,115","1,054","13,169","25,405","51.84%","14.9%","32.78%",-17.88,31.25,"48.28",8290,-17.03
"87","第14案","南投縣","","64,424","169,616","234,040","14,360","248,400","427,089","58.16%","15.08%","39.71%",-24.63,27.53,NA,NA,NA
"88","第14案","南投縣","南投市","13,599","35,060","48,659","2,561","51,220","84,328","60.74%","16.13%","41.58%",-25.45,27.95,"68.02",39008,-40.07
"89","第14案","南投縣","埔里鎮","9,897","27,617","37,514","2,304","39,818","68,763","57.91%","14.39%","40.16%",-25.77,26.38,"70.04",31617,-43.66
"90","第14案","南投縣","草屯鎮","13,144","32,838","45,982","2,329","48,311","82,922","58.26%","15.85%","39.60%",-23.75,28.59,"53.79",29774,-25.2
"91","第14案","南投縣","竹山鎮","6,548","17,847","24,395","1,714","26,109","47,034","55.51%","13.92%","37.94%",-24.02,26.84,"68.00",21162,-41.16
"92","第14案","南投縣","集集鎮","1,468","3,726","5,194","385","5,579","9,611","58.05%","15.27%","38.77%",-23.5,28.26,"68.63",4774,-40.37
"93","第14案","南投縣","名間鄉","5,059","13,700","18,759","1,355","20,114","33,408","60.21%","15.14%","41.01%",-25.87,26.97,"64.75",15432,-37.78
"94","第14案","南投縣","鹿谷鄉","2,541","5,431","7,972","552","8,524","15,941","53.47%","15.94%","34.07%",-18.13,31.87,"72.48",8156,-40.61
"95","第14案","南投縣","中寮鄉","1,881","5,238","7,119","518","7,637","13,181","57.94%","14.27%","39.74%",-25.47,26.42,"70.31",6940,-43.89
"96","第14案","南投縣","魚池鄉","2,215","4,904","7,119","507","7,626","13,958","54.64%","15.87%","35.13%",-19.26,31.11,"68.99",6810,-37.88
"97","第14案","南投縣","國姓鄉","2,278","6,513","8,791","613","9,404","16,597","56.66%","13.73%","39.24%",-25.51,25.91,"68.21",8152,-42.3
"98","第14案","南投縣","水里鄉","2,209","5,887","8,096","564","8,660","15,458","56.02%","14.29%","38.08%",-23.79,27.29,"69.89",7621,-42.6
"99","第14案","南投縣","信義鄉","1,752","5,884","7,636","583","8,219","13,299","61.8%","13.17%","44.24%",-31.07,22.94,"80.96",7902,-58.02
"100","第14案","南投縣","仁愛鄉","1,833","4,971","6,804","375","7,179","12,589","57.03%","14.56%","39.49%",-24.93,26.94,"84.82",8037,-57.88
"101","第14案","雲林縣","","83,844","196,025","279,869","22,541","302,410","584,480","51.74%","14.35%","33.54%",-19.19,29.96,NA,NA,NA
"102","第14案","雲林縣","斗六市","14,769","34,352","49,121","2,328","51,449","89,761","57.32%","16.45%","38.27%",-21.82,30.07,"55.08",32050,-25.01
"103","第14案","雲林縣","斗南鎮","6,245","14,041","20,286","1,395","21,681","38,138","56.85%","16.37%","36.82%",-20.45,30.78,"52.06",13445,-21.28
"104","第14案","雲林縣","虎尾鎮","8,894","20,574","29,468","1,670","31,138","58,167","53.53%","15.29%","35.37%",-20.08,30.18,"55.93",21349,-25.75
"105","第14案","雲林縣","西螺鎮","5,739","12,903","18,642","1,609","20,251","38,142","53.09%","15.05%","33.83%",-18.78,30.79,"46.89",12109,-16.1
"106","第14案","雲林縣","土庫鎮","3,521","8,220","11,741","1,105","12,846","24,412","52.62%","14.42%","33.67%",-19.25,29.99,"58.40",10136,-28.41
"107","第14案","雲林縣","北港鎮","5,355","11,642","16,997","1,559","18,556","33,958","54.64%","15.77%","34.28%",-18.51,31.51,"49.22",11426,-17.71
"108","第14案","雲林縣","古坑鄉","3,823","9,653","13,476","1,066","14,542","27,477","52.92%","13.91%","35.13%",-21.22,28.37,"54.35",10087,-25.98
"109","第14案","雲林縣","大埤鄉","2,326","5,471","7,797","685","8,482","16,509","51.38%","14.09%","33.14%",-19.05,29.83,"53.96",6339,-24.13
"110","第14案","雲林縣","莿桐鄉","3,806","8,512","12,318","1,193","13,511","24,570","54.99%","15.49%","34.64%",-19.15,30.9,"46.94",8218,-16.04
"111","第14案","雲林縣","林內鄉","2,451","5,524","7,975","845","8,820","15,551","56.72%","15.76%","35.52%",-19.76,30.73,"49.63",5234,-18.9
"112","第14案","雲林縣","二崙鄉","3,016","7,007","10,023","1,122","11,145","23,367","47.7%","12.91%","29.99%",-17.08,30.09,"47.22",7461,-17.13
"113","第14案","雲林縣","崙背鄉","2,900","6,510","9,410","829","10,239","21,050","48.64%","13.78%","30.93%",-17.15,30.82,"54.85",7961,-24.03
"114","第14案","雲林縣","麥寮鄉","4,892","11,932","16,824","1,402","18,226","37,119","49.1%","13.18%","32.15%",-18.97,29.08,"68.02",15550,-38.94
"115","第14案","雲林縣","東勢鄉","1,805","4,192","5,997","600","6,597","13,239","49.83%","13.63%","31.66%",-18.03,30.1,"57.56",5687,-27.46
"116","第14案","雲林縣","褒忠鄉","1,690","3,767","5,457","410","5,867","11,381","51.55%","14.85%","33.10%",-18.25,30.97,"54.55",4746,-23.58
"117","第14案","雲林縣","臺西鄉","2,308","6,511","8,819","862","9,681","21,125","45.83%","10.93%","30.82%",-19.89,26.17,"63.59",8833,-37.42
"118","第14案","雲林縣","元長鄉","2,580","6,422","9,002","848","9,850","22,830","43.14%","11.3%","28.13%",-16.83,28.66,"53.11",8118,-24.45
"119","第14案","雲林縣","四湖鄉","2,046","5,442","7,488","800","8,288","20,983","39.5%","9.75%","25.94%",-16.19,27.32,"51.31",6384,-23.99
"120","第14案","雲林縣","口湖鄉","2,889","7,343","10,232","1,240","11,472","24,193","47.42%","11.94%","30.35%",-18.41,28.23,"53.85",8739,-25.62
"121","第14案","雲林縣","水林鄉","2,789","6,007","8,796","973","9,769","22,508","43.4%","12.39%","26.69%",-14.3,31.71,"46.07",6898,-14.36
"122","第14案","嘉義縣","","61,462","144,616","206,078","18,516","224,594","442,775","50.72%","13.88%","32.66%",-18.78,29.82,NA,NA,NA
"123","第14案","嘉義縣","太保市","4,847","10,763","15,610","1,198","16,808","31,568","53.24%","15.35%","34.09%",-18.74,31.05,"30.04",6092,1.01
"124","第14案","嘉義縣","朴子市","5,003","11,776","16,779","1,431","18,210","35,191","51.75%","14.22%","33.46%",-19.24,29.82,"27.90",6178,1.92
"125","第14案","嘉義縣","布袋鎮","2,878","7,679","10,557","1,111","11,668","23,965","48.69%","12.01%","32.04%",-20.03,27.26,"33.39",5053,-6.13
"126","第14案","嘉義縣","大林鎮","3,920","9,033","12,953","988","13,941","26,922","51.78%","14.56%","33.55%",-18.99,30.26,"30.85",5426,-0.59
"127","第14案","嘉義縣","民雄鄉","9,608","20,757","30,365","2,454","32,819","61,209","53.62%","15.7%","33.91%",-18.21,31.64,"31.91",12139,-0.27
"128","第14案","嘉義縣","溪口鄉","1,945","4,013","5,958","710","6,668","13,105","50.88%","14.84%","30.62%",-15.78,32.65,"23.16",2099,9.49
"129","第14案","嘉義縣","新港鄉","4,181","9,079","13,260","1,436","14,696","27,342","53.75%","15.29%","33.21%",-17.92,31.53,"22.97",4298,8.56
"130","第14案","嘉義縣","六腳鄉","2,355","5,572","7,927","846","8,773","20,821","42.14%","11.31%","26.76%",-15.45,29.71,"23.62",2989,6.09
"131","第14案","嘉義縣","東石鄉","2,032","5,889","7,921","963","8,884","21,915","40.54%","9.27%","26.87%",-17.6,25.65,"24.13",3193,1.52
"132","第14案","嘉義縣","義竹鄉","2,239","5,294","7,533","865","8,398","16,647","50.45%","13.45%","31.80%",-18.35,29.72,"20.14",2414,9.58
"133","第14案","嘉義縣","鹿草鄉","1,839","3,973","5,812","755","6,567","13,937","47.12%","13.2%","28.51%",-15.31,31.64,"28.43",2545,3.21
"134","第14案","嘉義縣","水上鄉","6,509","14,932","21,441","1,798","23,239","43,857","52.99%","14.84%","34.05%",-19.21,30.36,"35.15",9734,-4.79
"135","第14案","嘉義縣","中埔鄉","5,013","11,948","16,961","1,386","18,347","39,139","46.88%","12.81%","30.53%",-17.72,29.56,"32.85",7751,-3.29
"136","第14案","嘉義縣","竹崎鄉","4,207","10,831","15,038","1,092","16,130","31,228","51.65%","13.47%","34.68%",-21.21,27.98,"30.16",6300,-2.18
"137","第14案","嘉義縣","梅山鄉","2,473","6,061","8,534","856","9,390","17,083","54.97%","14.48%","35.48%",-21,28.98,"28.71",3437,0.27
"138","第14案","嘉義縣","番路鄉","1,364","3,923","5,287","394","5,681","10,156","55.94%","13.43%","38.63%",-25.2,25.8,"36.38",2510,-10.58
"139","第14案","嘉義縣","大埔鄉","612","1,454","2,066","121","2,187","3,999","54.69%","15.3%","36.36%",-21.06,29.62,"29.89",919,-0.27
"140","第14案","嘉義縣","阿里山鄉","437","1,639","2,076","112","2,188","4,691","46.64%","9.32%","34.94%",-25.62,21.05,"36.08",1166,-15.03
"141","第14案","屏東縣","","105,349","238,235","343,584","28,287","371,871","711,720","52.25%","14.8%","33.47%",-18.67,30.66,NA,NA,NA
"142","第14案","屏東縣","屏東市","26,847","59,054","85,901","4,615","90,516","170,148","53.2%","15.78%","34.71%",-18.93,31.25,"45.47",46320,-14.22
"143","第14案","屏東縣","潮州鎮","6,776","15,936","22,712","1,538","24,250","46,444","52.21%","14.59%","34.31%",-19.72,29.83,"43.62",12571,-13.79
"144","第14案","屏東縣","東港鎮","5,699","13,456","19,155","1,835","20,990","39,495","53.15%","14.43%","34.07%",-19.64,29.75,"47.04",11387,-17.29
"145","第14案","屏東縣","恆春鎮","3,613","7,664","11,277","786","12,063","25,661","47.01%","14.08%","29.87%",-15.79,32.04,"40.55",6729,-8.51
"146","第14案","屏東縣","萬丹鄉","6,538","14,763","21,301","1,917","23,218","43,478","53.4%","15.04%","33.96%",-18.92,30.69,"38.87",11272,-8.18
"147","第14案","屏東縣","長治鄉","4,391","8,870","13,261","1,202","14,463","26,256","55.08%","16.72%","33.78%",-17.06,33.11,"40.05",6939,-6.94
"148","第14案","屏東縣","麟洛鄉","1,695","3,660","5,355","371","5,726","9,970","57.43%","17%","36.71%",-19.71,31.65,"35.45",2526,-3.8
"149","第14案","屏東縣","九如鄉","2,870","6,438","9,308","1,113","10,421","19,132","54.47%","15%","33.65%",-18.65,30.83,"30.03",3977,0.799999999999997
"150","第14案","屏東縣","里港鄉","3,647","7,278","10,925","1,225","12,150","22,128","54.91%","16.48%","32.89%",-16.41,33.38,"34.75",5371,-1.37
"151","第14案","屏東縣","鹽埔鄉","3,263","7,500","10,763","880","11,643","22,402","51.97%","14.57%","33.48%",-18.91,30.32,"41.20",6561,-10.88
"152","第14案","屏東縣","高樹鄉","3,064","6,504","9,568","1,117","10,685","21,697","49.25%","14.12%","29.98%",-15.86,32.02,"34.53",5402,-2.51
"153","第14案","屏東縣","萬巒鄉","2,591","5,675","8,266","900","9,166","17,945","51.08%","14.44%","31.62%",-17.18,31.35,"31.41",3866,-0.0599999999999987
"154","第14案","屏東縣","內埔鄉","6,425","14,587","21,012","1,607","22,619","47,558","47.56%","13.51%","30.67%",-17.16,30.58,"36.84",10697,-6.26000000000001
"155","第14案","屏東縣","竹田鄉","2,437","5,438","7,875","865","8,740","15,353","56.93%","15.87%","35.42%",-19.55,30.95,"36.23",4040,-5.28
"156","第14案","屏東縣","新埤鄉","1,201","2,953","4,154","407","4,561","9,033","50.49%","13.3%","32.69%",-19.39,28.91,"41.34",2663,-12.43
"157","第14案","屏東縣","枋寮鄉","2,916","7,210","10,126","1,218","11,344","21,394","53.02%","13.63%","33.70%",-20.07,28.8,"50.44",7635,-21.64
"158","第14案","屏東縣","新園鄉","4,401","10,267","14,668","1,535","16,203","30,706","52.77%","14.33%","33.44%",-19.11,30,"39.28",8167,-9.28
"159","第14案","屏東縣","崁頂鄉","1,904","3,962","5,866","570","6,436","12,270","52.45%","15.52%","32.29%",-16.77,32.46,"38.80",3219,-6.34
"160","第14案","屏東縣","林邊鄉","2,351","5,531","7,882","860","8,742","15,691","55.71%","14.98%","35.25%",-20.27,29.83,"38.84",4376,-9.01000000000001
"161","第14案","屏東縣","南州鄉","1,592","2,968","4,560","462","5,022","9,479","52.98%","16.8%","31.31%",-14.51,34.91,"42.84",3024,-7.93000000000001
"162","第14案","屏東縣","佳冬鄉","2,422","5,049","7,471","981","8,452","17,063","49.53%","14.19%","29.59%",-15.4,32.42,"37.29",4432,-4.87
"163","第14案","屏東縣","琉球鄉","1,062","3,341","4,403","345","4,748","10,706","44.35%","9.92%","31.21%",-21.29,24.12,"69.26",4763,-45.14
"164","第14案","屏東縣","車城鄉","968","1,913","2,881","266","3,147","7,595","41.44%","12.75%","25.19%",-12.44,33.6,"33.67",1786,-0.0700000000000003
"165","第14案","屏東縣","滿州鄉","887","1,982","2,869","210","3,079","7,206","42.73%","12.31%","27.50%",-15.19,30.92,"37.68",1994,-6.76
"166","第14案","屏東縣","枋山鄉","682","1,568","2,250","212","2,462","4,856","50.7%","14.04%","32.29%",-18.25,30.31,"35.63",1385,-5.32
"167","第14案","屏東縣","三地門鄉","938","2,463","3,401","230","3,631","6,373","56.97%","14.72%","38.65%",-23.93,27.58,"56.14",2895,-28.56
"168","第14案","屏東縣","霧臺鄉","414","1,291","1,705","111","1,816","2,950","61.56%","14.03%","43.76%",-29.73,24.28,"45.34",1129,-21.06
"169","第14案","屏東縣","瑪家鄉","862","2,507","3,369","199","3,568","5,663","63.01%","15.22%","44.27%",-29.05,25.59,"51.40",2350,-25.81
"170","第14案","屏東縣","泰武鄉","631","1,948","2,579","228","2,807","4,344","64.62%","14.53%","44.84%",-30.31,24.47,"46.62",1668,-22.15
"171","第14案","屏東縣","來義鄉","788","2,692","3,480","254","3,734","6,257","59.68%","12.59%","43.02%",-30.43,22.64,"56.24",2673,-33.6
"172","第14案","屏東縣","春日鄉","432","897","1,329","52","1,381","3,923","35.2%","11.01%","22.87%",-11.86,32.51,"57.38",1737,-24.87
"173","第14案","屏東縣","獅子鄉","515","1,674","2,189","100","2,289","4,230","54.11%","12.17%","39.57%",-27.4,23.53,"64.02",2192,-40.49
