æ¡ˆä»¶,ç¸??,?•é?ç¥¨æ?,?°å?,?Œæ?ç¥¨æ•¸,ä¸å??ç¥¨???‰æ?ç¥¨æ•¸,?¡æ?ç¥¨æ•¸,?•ç¥¨??å·²é??ªæ?ç¥¨æ•¸,?¼å‡ºç¥¨æ•¸,?¨æ–¼ç¥¨æ•¸,?•ç¥¨æ¬Šäºº???•ç¥¨??%),?‰æ??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯?%),?‰æ?ä¸å??ç¥¨?¸å??•ç¥¨æ¬Šäºº?¸ç™¾?†æ?(%),?‰æ??Œæ??‡ä??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯”å·®??,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?è¥¿è???9-12,57,768,59,827,0,827,431,1258,65.74%,48.17%,12.88%,35.29,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?è¥¿è???13-16,58,607,44,651,0,651,374,1025,63.51%,47.41%,11.80%,35.61,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?è¥¿å‹¢??1-4,59,147,681,61,742,0,742,435,1177,63.04%,45.37%,12.49%,32.88,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?è¥¿å‹¢??5-10,60,138,654,62,716,0,716,546,1262,56.74%,40.89%,10.94%,29.95,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?è¥¿å‹¢??11-17,61,153,696,62,758,0,758,451,1209,62.70%,44.91%,12.66%,32.25,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¿ æ???""1-8","12""",å½°å?ç¸?½°?–å?å¿ è?è·?1??465,153,618,42,660,0,660,381,1041,63.40%,44.67%,14.70%,29.97,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¿ æ???""11",14,å¿ å??‹å?(äº?,å½°å?ç¸?½°?–å?å¿ è?è·?1??490,147,637,36,673,4,677,398,1075,62.60%,45.58%,13.67%,31.91,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¿ æ???""9-10",13,å¿ å??‹å?(??,å½°å?ç¸?½°?–å?å¿ è?è·?1??428,97,525,65,590,1,591,438,1029,57.34%,41.59%,9.43%,32.16,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¿ å????¨é?,65,147,614,84,698,0,698,505,1203,58.02%,38.82%,12.22%,26.6,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?äº”æ???""1-2",5,å¿ å??‹å?(ä¸?,å½°å?ç¸?½°?–å?å¿ è?è·?1??418,122,540,45,585,0,585,429,1014,57.69%,41.22%,12.03%,29.19,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?äº”æ???""13-15","19""",å½°å?ç¸?½°?–å?å¿ è?è·?1??470,130,600,40,640,0,640,429,1069,59.87%,43.97%,12.16%,31.81,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?äº”æ???""3",4,å¿ å??‹å?(ä¹?,å½°å?ç¸?½°?–å?å¿ è?è·?1??350,117,467,30,497,1,498,471,969,51.29%,36.12%,12.07%,24.05,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?äº”æ???""10","16-18""",å½°å?ç¸?½°?–å?å¿ è?è·?1??423,129,552,40,592,0,592,513,1105,53.57%,38.28%,11.67%,26.61,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¹³å???1-8,70,147,580,47,627,0,627,354,981,63.91%,44.14%,14.98%,29.16,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¹³å???""9-13","16""",å½°å?ç¸?½°?–å??—æ£®è·?00??454,172,626,68,694,0,694,401,1095,63.38%,41.46%,15.71%,25.75,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¹³å???""14-15",17,ç²¾è?ä¸­å­¸(ä¸?,å½°å?ç¸?½°?–å??—æ£®è·?00??488,154,642,27,669,0,669,418,1087,61.55%,44.89%,14.17%,30.72,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¹³å???18-21,73,143,588,44,632,0,632,418,1050,60.19%,42.38%,13.62%,28.76,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å´™å¹³??""1-4","9""",å½°å?ç¸?½°?–å?å¹³å?ä¸ƒè?66??539,182,721,53,774,0,774,478,1252,61.82%,43.05%,14.54%,28.51,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å´™å¹³??5-8,75,148,587,34,621,0,621,492,1113,55.80%,39.44%,13.30%,26.14,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å´™å¹³??10-13,76,134,601,32,633,0,633,376,1009,62.74%,46.28%,13.28%,33,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å´™å¹³??""14-17","19""",å½°å?ç¸?½°?–å?å»ºä¸­è¡?0??402,134,536,43,579,0,579,420,999,57.96%,40.24%,13.41%,26.83,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å´™å¹³??""18","20-22""",å½°å?ç¸?½°?–å?å»ºä¸­è¡?0??424,135,559,26,585,0,585,412,997,58.68%,42.53%,13.54%,28.99,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‘é™½??1-4,79,149,698,44,742,0,742,403,1145,64.80%,47.95%,13.01%,34.94,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‘é™½??5-8,80,186,690,26,716,0,716,511,1227,58.35%,41.08%,15.16%,25.92,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‘é™½??9-13,81,172,719,35,754,0,754,454,1208,62.42%,45.28%,14.24%,31.04,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‘é™½??14-18,82,186,885,42,927,0,927,671,1598,58.01%,43.74%,11.64%,32.1,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿æ???1-5,83,111,501,48,549,0,549,341,890,61.69%,43.82%,12.47%,31.35,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿æ???6-9,84,150,658,41,699,0,699,405,1104,63.32%,46.01%,13.59%,32.42,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿æ???10-14,85,132,604,26,630,0,630,467,1097,57.43%,43.03%,12.03%,31,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??—ç???""1-4","10-11""",å½°å?ç¸?½°?–å?å´™ç?è·?95-1??323,91,414,50,464,0,464,335,799,58.07%,40.43%,11.39%,29.04,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??—ç???12,87,129,580,43,623,0,623,377,1000,62.30%,45.10%,12.90%,32.2,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??—å???""1-3",7,?—å?ç¤¾å?æ´»å?ä¸­å?,å½°å?ç¸?½°?–å?å½°é¹¿è·?20å·?47å¼?8??455,140,595,81,676,0,676,477,1153,58.63%,39.46%,12.14%,27.32,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??—å???""4-6","8-9""",124,547,56,603,0,603,374,977,61.72%,43.30%,12.69%,30.61,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??±èŠ³??1-7,90,636,61,697,0,697,504,1201,58.03%,39.97%,12.99%,26.98,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??±èŠ³??8-11,91,186,611,50,661,0,661,396,1057,62.54%,40.21%,17.60%,22.61,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??±èŠ³??12-18,92,170,652,77,729,0,729,509,1238,58.89%,38.93%,13.73%,25.2,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç£šç???""1-3","14-15""",542,163,705,43,748,0,748,462,1210,61.82%,44.79%,13.47%,31.32,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç£šç???4-8,94,135,593,44,637,0,637,389,1026,62.09%,44.64%,13.16%,31.48,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç£šç???9-13,95,140,649,47,696,0,696,365,1061,65.60%,47.97%,13.20%,34.77,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¦å±±??""1-11","14""",153,665,58,723,0,723,490,1213,59.60%,42.21%,12.61%,29.6,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¦å±±??""12-13","15-17""",158,726,43,769,0,769,495,1264,60.84%,44.94%,12.50%,32.44,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‰å¾©???¨é?,98,415,50,465,0,465,226,691,67.29%,41.68%,18.38%,23.3,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?æ°¸ç????¨é?,99,527,49,576,0,576,317,893,64.50%,43.34%,15.68%,27.66,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‰è¯???¨é?,100,415,41,456,0,456,277,733,62.21%,40.52%,16.10%,24.42,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸­æ­£??1-12,101,125,394,45,439,0,439,253,692,63.44%,38.87%,18.06%,20.81,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸­æ­£??13-21,102,82,397,37,434,0,434,294,728,59.62%,43.27%,11.26%,32.01,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸­å±±???¨é?,103,105,463,37,500,0,500,273,773,64.68%,46.31%,13.58%,32.73,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?é¾å±±??1-12,104,118,467,22,489,0,489,486,975,50.15%,35.79%,12.10%,23.69,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?é¾å±±??13-20,105,147,509,44,553,0,553,355,908,60.90%,39.87%,16.19%,23.68,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°è???1-8,106,178,661,4,665,24,689,467,1156,57.53%,41.78%,15.40%,26.38,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°è???9-16,107,176,694,64,758,0,758,477,1235,61.38%,41.94%,14.25%,27.69,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°è???""17-24","30""",178,721,60,781,0,781,595,1376,56.76%,39.46%,12.94%,26.52,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°è???""25-29","31-33""",å½°å?ç¸?½°?–å?å½°æ–°è·?æ®?17??572,167,739,50,789,0,789,600,1389,56.80%,41.18%,12.02%,29.16,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°è¯??1-13,110,210,510,50,560,0,560,286,846,66.19%,35.46%,24.82%,10.64,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°è¯??14-21,111,129,513,41,554,0,554,305,859,64.49%,44.70%,15.02%,29.68,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??ˆå???1-10,112,126,449,35,484,0,484,297,781,61.97%,41.36%,16.13%,25.23,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??ˆå???11-15,113,129,484,36,520,1,521,354,875,59.43%,40.57%,14.74%,25.83,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¿¡ç¾©???¨é?,114,130,452,32,484,0,484,332,816,59.31%,39.46%,15.93%,23.53,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?æ°‘ç???1-5,115,99,399,39,438,0,438,249,687,63.76%,43.67%,14.41%,29.26,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?æ°‘ç???6-12,116,108,429,44,473,0,473,254,727,65.06%,44.15%,14.86%,29.29,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‡å???1-8,117,109,392,32,424,0,424,238,662,64.05%,42.75%,16.47%,26.28,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‡å???9-14,118,91,382,23,405,0,405,228,633,63.98%,45.97%,14.38%,31.59,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??½æ???1-11,119,130,549,38,587,0,587,319,906,64.79%,46.25%,14.35%,31.9,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??½æ???12-21,120,109,446,41,487,1,488,365,853,57.09%,39.51%,12.78%,26.73,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¬å???""1","11-17""",å½°å?ç¸?½°?–å??·é?è¡?6??456,148,604,41,645,0,645,382,1027,62.80%,44.40%,14.41%,29.99,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¬å???2-9,122,146,592,44,636,0,636,357,993,64.05%,44.91%,14.70%,30.21,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¬å???""10","18-24""",å½°å?ç¸?½°?–å?ä¸‰æ?è·?36??342,127,469,53,522,0,522,326,848,61.56%,40.33%,14.98%,25.35,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¬å???25-28,124,149,667,32,699,4,703,415,1118,62.52%,46.33%,13.33%,33,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸‹å???""1-5","8""",å½°å?ç¸?½°?–å??ªå¼·è·?57??604,67,671,81,752,0,752,511,1263,59.54%,47.82%,5.30%,42.52,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸‹å???""6-7",9¤ë13¤é,å½°æ³°?‹ä¸­(äº?,å½°å?ç¸?½°?–å??ªå¼·è·?57??596,151,747,48,795,0,795,473,1268,62.70%,47.00%,11.91%,35.09,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸‹å???""14-20","27""",å½°å?ç¸?½°?–å??ªå¼·è·?57??551,160,711,60,771,0,771,487,1258,61.29%,43.80%,12.72%,31.08,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸‹å???""22-26","28""",å½°å?ç¸?½°?–å??ªå¼·è·?57??547,161,708,40,748,0,748,464,1212,61.72%,45.13%,13.28%,31.85,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??„è‹³???¨é?,129,114,513,60,573,0,573,351,924,62.01%,43.18%,12.34%,30.84,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??„å???""1-3",5,?„å?ç¤¾å?æ´»å?ä¸­å?(ä¸€),å½°å?ç¸?½°?–å??‘é¦¬è·?æ®?60??439,124,563,33,596,0,596,343,939,63.47%,46.75%,13.21%,33.54,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??„å???""4","7-10""",å½°å?ç¸?½°?–å??‘é¦¬è·?æ®?60??429,149,578,62,640,0,640,313,953,67.16%,45.02%,15.63%,29.39,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??„å???11-14,132,133,606,44,650,0,650,331,981,66.26%,48.22%,13.56%,34.66,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¯¶å????¨é?,133,146,711,77,788,0,788,461,1249,63.09%,45.24%,11.69%,33.55,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¤å¤·??1-5,134,446,64,510,0,510,307,817,62.42%,40.27%,14.32%,25.95,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¤å¤·??""6",9,æ³°å?ç¤¾å?æ´»å?ä¸­å?(ä¸€),å½°å?ç¸?½°?–å?æ³°å?è·?æ®?64??370,107,477,55,532,0,532,340,872,61.01%,42.43%,12.27%,30.16,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¤å¤·??""6",9,æ³°å?ç¤¾å?æ´»å?ä¸­å?(äº?,å½°å?ç¸?½°?–å?æ³°å?è·?æ®?64??281,91,372,32,404,0,404,285,689,58.64%,40.78%,13.21%,27.57,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??""1",19,137,æ³°å??‹å?ï¼ˆä?ï¼?å½°å?ç¸?½°?–å?æ³°å?è·¯ä?æ®?45å·???552,131,683,43,726,1,727,429,1156,62.80%,47.75%,11.33%,36.42,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??""4-6",23,æ³°å??‹å?ï¼ˆä?ï¼?å½°å?ç¸?½°?–å?æ³°å?è·¯ä?æ®?45å·???549,157,706,34,740,0,740,551,1291,57.32%,42.53%,12.16%,30.37,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??""8-10","17""",128,619,40,659,0,659,480,1139,57.86%,43.11%,11.24%,31.87,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??""15",16,140,æ³°å??‹å?ï¼ˆå?ï¼?å½°å?ç¸?½°?–å?æ³°å?è·¯ä?æ®?45å·???516,137,653,52,705,0,705,420,1125,62.67%,45.87%,12.18%,33.69,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??""18","22""",å½°å?ç¸?½°?–å?æ³°å?è·¯ä?æ®?45å·???535,139,674,52,726,0,726,532,1258,57.71%,42.53%,11.05%,31.48,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??""2",3,142,æ³°å??‹å?(??,å½°å?ç¸?½°?–å?æ³°å?äºŒæ®µ145å·???495,122,617,47,664,0,664,459,1123,59.13%,44.08%,10.86%,33.22,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??¿å¤·??11-14,143,148,648,51,699,1,700,475,1175,59.49%,42.55%,12.60%,29.95,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??Œèª¿??1-7,144,535,35,570,0,570,292,862,66.13%,43.97%,18.10%,25.87,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??Œèª¿??8-14,145,482,46,528,0,528,344,872,60.55%,41.06%,14.22%,26.84,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??Œèª¿??15-20,146,554,20,574,0,574,323,897,63.99%,47.27%,14.49%,32.78,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¾©è???""1-4",18,ç¦è?ä¿ç?å®?å½°å?ç¸?½°?–å?ç«¹å?è·?00å·?5??410,119,529,29,558,0,558,445,1003,55.63%,40.88%,11.86%,29.02,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¾©è???5-9,148,480,26,506,0,506,409,915,55.30%,40.00%,12.46%,27.54,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¾©è???""13-17","23""",150,622,46,668,0,668,490,1158,57.69%,40.76%,12.95%,27.81,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¾©è???""10-12","19-21""",501,141,642,42,684,0,684,400,1084,63.10%,46.22%,13.01%,33.21,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸­å???""1","7-14""",76,708,68,776,0,776,596,1372,56.56%,46.06%,5.54%,40.52,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸­å???""2-6",15,ç¦å£½å»?å½°å?ç¸?½°?–å?ä¸­å±±è·¯ä?æ®?10å·?485,145,630,53,683,0,683,430,1113,61.37%,43.58%,13.03%,30.55,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç«¹ä¸­??""1",2,?Ÿé?å®?å½°å?ç¸?½°?–å?ä¸‰ç«¹è·?2-6??366,100,466,41,507,0,507,293,800,63.38%,45.75%,12.50%,33.25,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç«¹ä¸­??3-7,154,475,54,529,0,529,356,885,59.77%,38.98%,14.69%,24.29,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?é¦™å±±??1-6,155,579,26,605,2,607,393,1000,60.50%,45.90%,12.00%,33.9,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?é¦™å±±??7-12,156,579,45,624,0,624,535,1159,53.84%,37.10%,12.86%,24.24,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?é¦™å±±??13-16,157,603,36,639,0,639,484,1123,56.90%,42.92%,10.77%,32.15,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??›å???""1-5","7""",137,538,65,603,0,603,304,907,66.48%,44.21%,15.10%,29.11,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??›å???""6","12-21""",å½°å?ç¸?½°?–å?å½°å?è·?æ®?32??376,109,485,77,562,0,562,427,989,56.83%,38.02%,11.02%,27,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??›å???8-11,160,572,66,638,0,638,374,1012,63.04%,42.39%,14.13%,28.26,,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°é³³??""1",3,161,å»?³³å®®å?æ´»å?ä¸­å?,å½°å?ç¸?½°?–å?äº’åŠ©ä¸€è¡?2??394,124,518,31,549,0,549,484,1033,53.15%,38.14%,12.00%,26.14,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°é³³??""5-7","9""",å½°å?ç¸?½°?–å?äº’åŠ©ä¸€è¡?2??503,136,639,43,682,0,682,434,1116,61.11%,45.07%,12.19%,32.88,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°é³³??""2",10,163,å»?³³å®?å½°å?ç¸?½°?–å?äº’åŠ©ä¸€è¡?2??539,142,681,31,712,0,712,442,1154,61.70%,46.71%,12.31%,34.4,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°é³³??""11","14-16""",112,603,39,642,0,642,422,1064,60.34%,46.15%,10.53%,35.62,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‹è???""1-4","20-24""",119,450,52,502,2,504,266,770,65.19%,42.99%,15.45%,27.54,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‹è???5-9,166,142,521,36,557,0,557,332,889,62.65%,42.63%,15.97%,26.66,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??‹è???10-19,167,106,443,57,500,0,500,286,786,63.61%,42.88%,13.49%,29.39,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦å±±??1-6,168,562,57,619,0,619,501,1120,55.27%,36.07%,14.11%,21.96,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦å±±??7-12,169,635,38,673,4,677,592,1269,53.03%,38.93%,11.11%,27.82,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦å±±??13-18,170,157,652,54,706,0,706,453,1159,60.91%,42.71%,13.55%,29.16,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦å±±??19-24,171,168,667,60,727,0,727,457,1184,61.40%,42.15%,14.19%,27.96,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦å±±??25-28,172,593,42,635,0,635,454,1089,58.31%,41.23%,13.22%,28.01,,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦å±±??29-32,173,135,551,53,604,0,604,364,968,62.40%,42.98%,13.95%,29.03,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å®‰æºª??""1-4","13-14""",å½°å?ç¸?½°?–å?å®‰æºªè·?1å·???413,95,508,36,544,0,544,386,930,58.49%,44.41%,10.22%,34.19,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å®‰æºª??5-12,175,121,545,44,589,0,589,384,973,60.53%,43.58%,12.44%,31.14,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ä¸‰æ????¨é?,176,135,572,36,608,0,608,576,1184,51.35%,36.91%,11.40%,25.51,,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¤§ç«¹??""1-6","8""",å½°å?ç¸?½°?–å?å½°å?è·¯ä?æ®?64å·?1??423,132,555,58,613,0,613,389,1002,61.18%,42.22%,13.17%,29.05,,,,,,,,,,,,,,
"ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¤§ç«¹??""7","9-12""",å½°å?ç¸?½°?–å?å½°å?è·¯ä?æ®?64å·?1??496,115,611,27,638,0,638,510,1148,55.57%,43.21%,10.02%,33.19,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¤§ç«¹??13-17,179,135,601,45,646,0,646,466,1112,58.09%,41.91%,12.14%,29.77,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??°ä¸­???¨é?,180,122,567,53,620,0,620,287,907,68.36%,49.06%,13.45%,35.61,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?å¿«å????¨é?,181,119,607,71,678,0,678,434,1112,60.97%,43.88%,10.70%,33.18,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç«¹å··???¨é?,182,81,382,42,424,0,424,399,823,51.52%,36.57%,9.84%,26.73,,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸?ç¦ç”°???¨é?,183,543,131,674,70,744,0,744,532,1276,58.31%,42.55%,10.27%,32.28,,,,,,,,,,,,,,
ç¬?æ¡?å½°å?ç¸?å½°å?å¸??³ç????¨é?,184,143,604,58,662,0,662,499,1161,57.02%,39.71%,12.32%,27.39,,,,,,,,,,,,,,,
